customer_id,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,RFM_total,segment
CUST00467,41,8,356.42,44.55,3,3,3,333,9,Loyal Customers
CUST00468,60,7,412.74,58.96,2,3,3,233,8,At Risk
CUST00469,1,1,84.53,84.53,5,1,1,511,7,New Customers
CUST00470,6,6,507.33,84.56,5,3,4,534,12,Loyal Customers
CUST00471,1,2,196.8,98.4,5,1,2,512,8,New Customers
CUST00472,75,8,312.1,39.01,2,3,3,233,8,At Risk
CUST00473,165,4,130.18,32.54,1,2,2,122,5,Hibernating
CUST00474,61,4,300.65,75.16,2,2,3,223,7,Others
CUST00475,37,2,120.65,60.32,3,1,2,312,6,Promising
CUST00476,164,1,45.72,45.72,1,1,1,111,3,Hibernating
CUST00477,59,4,238.77,59.69,2,2,2,222,6,Hibernating
CUST00478,204,9,586.3,65.14,1,4,4,144,9,At Risk
CUST00479,7,21,994.83,47.37,5,5,5,555,15,Champions
CUST00480,25,14,869.64,62.12,3,4,5,345,12,Loyal Customers
CUST00481,11,7,247.32999999999998,35.33,4,3,3,433,10,Loyal Customers
CUST00482,99,5,257.95,51.59,1,2,3,123,6,Lost
CUST00484,44,19,954.86,50.26,2,5,5,255,12,At Risk
CUST00485,15,4,271.70000000000005,67.93,4,2,3,423,9,New Customers
CUST00486,35,16,868.54,54.28,3,5,5,355,13,Loyal Customers
CUST00487,16,17,1322.26,77.78,4,5,5,455,14,Champions
CUST00489,51,6,233.43,38.9,2,3,2,232,7,Others
CUST00490,8,2,96.25999999999999,48.13,5,1,1,511,7,New Customers
CUST00491,59,6,292.19,48.7,2,3,3,233,8,At Risk
CUST00493,6,10,824.91,82.49,5,4,4,544,13,Champions
CUST00494,15,19,1099.88,57.89,4,5,5,455,14,Champions
CUST00495,50,5,244.92,48.98,2,2,3,223,7,Others
CUST00496,450,2,87.83000000000001,43.92,1,1,1,111,3,Hibernating
CUST00497,121,13,828.4000000000001,63.72,1,4,4,144,9,At Risk
CUST00498,69,3,186.13,62.04,2,2,2,222,6,Hibernating
CUST00499,31,11,752.09,68.37,3,4,4,344,11,Loyal Customers
CUST00500,64,3,74.44999999999999,24.82,2,2,1,221,5,Hibernating
CUST00501,76,14,906.84,64.77,2,4,5,245,11,At Risk
CUST00502,25,3,132.91,44.3,3,2,2,322,7,Promising
CUST00503,26,7,194.67,27.81,3,3,2,332,8,Needs Attention
CUST00504,71,6,263.28,43.88,2,3,3,233,8,At Risk
CUST00506,9,3,105.43,35.14,5,2,1,521,8,New Customers
CUST00508,58,22,1457.56,66.25,2,5,5,255,12,At Risk
CUST00509,7,9,665.98,74.0,5,4,4,544,13,Champions
CUST00510,93,1,54.5,54.5,1,1,1,111,3,Hibernating
CUST00511,29,6,430.4200000000001,71.74,3,3,4,334,10,Loyal Customers
CUST00512,28,2,85.01,42.5,3,1,1,311,5,Promising
CUST00513,8,19,1217.56,64.08,5,5,5,555,15,Champions
CUST00514,17,16,772.97,48.31,4,5,4,454,13,Champions
CUST00515,1,25,1813.6499999999999,72.55,5,5,5,555,15,Champions
CUST00516,26,1,46.78,46.78,3,1,1,311,5,Promising
CUST00517,38,9,527.89,58.65,3,4,4,344,11,Loyal Customers
CUST00518,23,5,178.12,35.62,4,2,2,422,8,New Customers
CUST00519,31,4,204.24,51.06,3,2,2,322,7,Promising
CUST00521,8,19,1337.52,70.4,5,5,5,555,15,Champions
CUST00522,89,12,578.07,48.17,1,4,4,144,9,At Risk
CUST00523,17,1,38.39,38.39,4,1,1,411,6,New Customers
CUST00524,2,3,203.1,67.7,5,2,2,522,9,New Customers
CUST00525,86,4,279.35,69.84,1,2,3,123,6,Lost
CUST00526,76,11,590.45,53.68,2,4,4,244,10,At Risk
CUST00528,73,22,1582.35,71.92,2,5,5,255,12,At Risk
CUST00529,19,6,254.82999999999998,42.47,4,3,3,433,10,Loyal Customers
CUST00530,32,16,1210.73,75.67,3,5,5,355,13,Loyal Customers
CUST00532,41,14,1057.26,75.52,3,4,5,345,12,Loyal Customers
CUST00533,64,2,103.35,51.68,2,1,1,211,4,Hibernating
CUST00534,51,19,1124.45,59.18,2,5,5,255,12,At Risk
CUST00535,160,2,106.14999999999999,53.08,1,1,1,111,3,Hibernating
CUST00536,8,3,229.07999999999998,76.36,5,2,2,522,9,New Customers
CUST00537,43,1,41.69,41.69,2,1,1,211,4,Hibernating
CUST00538,10,5,274.67,54.93,4,2,3,423,9,New Customers
CUST00539,36,4,208.51,52.13,3,2,2,322,7,Promising
CUST00540,82,1,36.4,36.4,2,1,1,211,4,Hibernating
CUST00541,18,5,167.34,33.47,4,2,2,422,8,New Customers
CUST00542,50,6,397.71,66.28,2,3,3,233,8,At Risk
CUST00543,25,9,407.55,45.28,3,4,3,343,10,Loyal Customers
CUST00544,21,39,2696.9900000000002,69.15,4,5,5,455,14,Champions
CUST00545,3,1,15.31,15.31,5,1,1,511,7,New Customers
CUST00546,60,3,211.79,70.6,2,2,2,222,6,Hibernating
CUST00547,17,6,232.27,38.71,4,3,2,432,9,Others
CUST00548,51,18,884.78,49.15,2,5,5,255,12,At Risk
CUST00549,9,5,417.53,83.51,5,2,3,523,10,New Customers
CUST00550,163,4,193.87,48.47,1,2,2,122,5,Hibernating
CUST00551,90,18,917.55,50.97,1,5,5,155,11,At Risk
CUST00552,8,5,150.68,30.14,5,2,2,522,9,New Customers
CUST00553,33,2,138.66,69.33,3,1,2,312,6,Promising
CUST00555,86,3,175.07999999999998,58.36,1,2,2,122,5,Hibernating
CUST00556,6,27,2088.06,77.34,5,5,5,555,15,Champions
CUST00557,453,1,35.64,35.64,1,1,1,111,3,Hibernating
CUST00558,80,5,169.86,33.97,2,2,2,222,6,Hibernating
CUST00561,64,7,285.6,40.8,2,3,3,233,8,At Risk
CUST00562,19,3,124.02,41.34,4,2,2,422,8,New Customers
CUST00564,3,18,1479.42,82.19,5,5,5,555,15,Champions
CUST00566,285,1,30.28,30.28,1,1,1,111,3,Hibernating
CUST00568,114,5,134.99,27.0,1,2,2,122,5,Hibernating
CUST00569,57,8,419.69,52.46,2,3,4,234,9,At Risk
CUST00570,33,1,40.89,40.89,3,1,1,311,5,Promising
CUST00571,4,20,1296.29,64.81,5,5,5,555,15,Champions
CUST00572,313,1,25.74,25.74,1,1,1,111,3,Hibernating
CUST00573,62,2,54.99,27.5,2,1,1,211,4,Hibernating
CUST00574,19,8,419.09999999999997,52.39,4,3,4,434,11,Loyal Customers
CUST00575,60,6,271.27,45.21,2,3,3,233,8,At Risk
CUST00577,12,23,1323.3799999999999,57.54,4,5,5,455,14,Champions
CUST00579,37,7,455.95000000000005,65.14,3,3,4,334,10,Loyal Customers
CUST00580,52,11,476.96000000000004,43.36,2,4,4,244,10,At Risk
CUST00581,126,10,444.95,44.5,1,4,4,144,9,At Risk
CUST00582,57,7,328.77,46.97,2,3,3,233,8,At Risk
CUST00583,43,7,301.75,43.11,2,3,3,233,8,At Risk
CUST00584,179,3,139.53,46.51,1,2,2,122,5,Hibernating
CUST00585,5,4,195.81,48.95,5,2,2,522,9,New Customers
CUST00586,33,6,312.32,52.05,3,3,3,333,9,Loyal Customers
CUST00587,2,20,1280.33,64.02,5,5,5,555,15,Champions
CUST00588,18,4,111.22,27.8,4,2,2,422,8,New Customers
CUST00589,97,3,211.23000000000002,70.41,1,2,2,122,5,Hibernating
CUST00590,17,10,501.52,50.15,4,4,4,444,12,Champions
CUST00591,12,21,1538.05,73.24,4,5,5,455,14,Champions
CUST00592,54,1,50.31,50.31,2,1,1,211,4,Hibernating
CUST00593,3,5,233.36,46.67,5,2,2,522,9,New Customers
CUST00594,61,18,1157.64,64.31,2,5,5,255,12,At Risk
CUST00595,297,1,13.74,13.74,1,1,1,111,3,Hibernating
CUST00596,168,8,385.32,48.16,1,3,3,133,7,At Risk
CUST00597,16,20,889.98,44.5,4,5,5,455,14,Champions
CUST00598,41,1,66.28,66.28,3,1,1,311,5,Promising
CUST00599,33,13,593.67,45.67,3,4,4,344,11,Loyal Customers
CUST00600,8,10,669.41,66.94,5,4,4,544,13,Champions
CUST00601,23,37,3039.62,82.15,4,5,5,455,14,Champions
CUST00602,28,4,223.38,55.84,3,2,2,322,7,Promising
CUST00603,26,11,574.5699999999999,52.23,3,4,4,344,11,Loyal Customers
CUST00604,44,3,91.4,30.47,2,2,1,221,5,Hibernating
CUST00606,9,12,551.95,46.0,5,4,4,544,13,Champions
CUST00607,498,1,26.82,26.82,1,1,1,111,3,Hibernating
CUST00608,3,5,274.4,54.88,5,2,3,523,10,New Customers
CUST00609,2,25,1465.2,58.61,5,5,5,555,15,Champions
CUST00610,3,5,265.28000000000003,53.06,5,2,3,523,10,New Customers
CUST00611,63,8,554.67,69.33,2,3,4,234,9,At Risk
CUST00613,42,12,500.33,41.69,3,4,4,344,11,Loyal Customers
CUST00614,21,5,247.24,49.45,4,2,3,423,9,New Customers
CUST00616,37,29,1936.02,66.76,3,5,5,355,13,Loyal Customers
CUST00617,9,10,599.13,59.91,5,4,4,544,13,Champions
CUST00618,50,7,288.19,41.17,2,3,3,233,8,At Risk
CUST00620,48,11,535.8100000000001,48.71,2,4,4,244,10,At Risk
CUST00621,86,6,315.56,52.59,1,3,3,133,7,At Risk
CUST00622,101,10,478.21,47.82,1,4,4,144,9,At Risk
CUST00623,242,1,87.57,87.57,1,1,1,111,3,Hibernating
CUST00625,70,6,358.97,59.83,2,3,3,233,8,At Risk
CUST00626,10,29,2097.96,72.34,4,5,5,455,14,Champions
CUST00627,232,2,86.53999999999999,43.27,1,1,1,111,3,Hibernating
CUST00628,84,1,25.42,25.42,2,1,1,211,4,Hibernating
CUST00629,7,13,625.24,48.1,5,4,4,544,13,Champions
CUST00630,112,4,180.8,45.2,1,2,2,122,5,Hibernating
CUST00631,27,18,1435.15,79.73,3,5,5,355,13,Loyal Customers
CUST00632,34,2,120.09,60.04,3,1,2,312,6,Promising
CUST00633,12,8,553.59,69.2,4,3,4,434,11,Loyal Customers
CUST00634,29,1,20.71,20.71,3,1,1,311,5,Promising
CUST00635,78,5,199.78,39.96,2,2,2,222,6,Hibernating
CUST00636,29,10,693.21,69.32,3,4,4,344,11,Loyal Customers
CUST00637,328,3,151.28,50.43,1,2,2,122,5,Hibernating
CUST00639,7,13,507.1,39.01,5,4,4,544,13,Champions
CUST00640,9,5,388.56000000000006,77.71,5,2,3,523,10,New Customers
CUST00641,133,2,150.44,75.22,1,1,2,112,4,Hibernating
CUST00643,11,10,439.72,43.97,4,4,4,444,12,Champions
CUST00644,1,26,1629.7,62.68,5,5,5,555,15,Champions
CUST00645,37,5,144.65,28.93,3,2,2,322,7,Promising
CUST00646,4,11,792.38,72.03,5,4,4,544,13,Champions
CUST00648,21,9,417.53,46.39,4,4,3,443,11,Loyal Customers
CUST00649,122,1,34.36,34.36,1,1,1,111,3,Hibernating
CUST00650,64,2,175.76,87.88,2,1,2,212,5,Hibernating
CUST00651,35,10,641.91,64.19,3,4,4,344,11,Loyal Customers
CUST00652,4,26,2200.16,84.62,5,5,5,555,15,Champions
CUST00653,3,25,1578.57,63.14,5,5,5,555,15,Champions
CUST00654,15,3,100.41999999999999,33.47,4,2,1,421,7,New Customers
CUST00655,115,2,98.59,49.3,1,1,1,111,3,Hibernating
CUST00656,136,5,245.25,49.05,1,2,3,123,6,Lost
CUST00657,52,8,348.11,43.51,2,3,3,233,8,At Risk
CUST00658,16,8,741.89,92.74,4,3,4,434,11,Loyal Customers
CUST00659,29,2,144.31,72.16,3,1,2,312,6,Promising
CUST00660,131,2,64.18,32.09,1,1,1,111,3,Hibernating
CUST00661,25,12,567.47,47.29,3,4,4,344,11,Loyal Customers
CUST00662,125,1,13.16,13.16,1,1,1,111,3,Hibernating
CUST00663,36,4,213.68,53.42,3,2,2,322,7,Promising
CUST00664,63,4,208.67000000000002,52.17,2,2,2,222,6,Hibernating
CUST00665,13,21,1692.94,80.62,4,5,5,455,14,Champions
CUST00666,85,10,304.46000000000004,30.45,2,4,3,243,9,At Risk
CUST00668,23,2,88.78,44.39,4,1,1,411,6,New Customers
CUST00669,24,6,247.59,41.26,3,3,3,333,9,Loyal Customers
CUST00670,65,3,187.53,62.51,2,2,2,222,6,Hibernating
CUST00671,32,3,183.98,61.33,3,2,2,322,7,Promising
CUST00672,410,1,48.99,48.99,1,1,1,111,3,Hibernating
CUST00673,212,1,27.3,27.3,1,1,1,111,3,Hibernating
CUST00674,23,18,1576.68,87.59,4,5,5,455,14,Champions
CUST00675,6,22,1451.31,65.97,5,5,5,555,15,Champions
CUST00676,9,7,412.40999999999997,58.92,5,3,3,533,11,Loyal Customers
CUST00677,107,8,322.07,40.26,1,3,3,133,7,At Risk
CUST00679,4,36,2528.94,70.25,5,5,5,555,15,Champions
CUST00680,53,4,318.96000000000004,79.74,2,2,3,223,7,Others
CUST00681,214,5,237.59,47.52,1,2,2,122,5,Hibernating
CUST00682,58,1,28.82,28.82,2,1,1,211,4,Hibernating
CUST00683,95,3,142.25,47.42,1,2,2,122,5,Hibernating
CUST00684,167,3,92.81,30.94,1,2,1,121,4,Hibernating
CUST00685,392,1,27.47,27.47,1,1,1,111,3,Hibernating
CUST00686,62,3,110.78999999999999,36.93,2,2,2,222,6,Hibernating
CUST00687,29,13,721.0,55.46,3,4,4,344,11,Loyal Customers
CUST00688,91,6,224.0,37.33,1,3,2,132,6,Lost
CUST00689,8,3,145.59,48.53,5,2,2,522,9,New Customers
CUST00690,19,7,217.86,31.12,4,3,2,432,9,Others
CUST00691,84,10,742.81,74.28,2,4,4,244,10,At Risk
CUST00692,4,30,2012.45,67.08,5,5,5,555,15,Champions
CUST00694,202,4,267.84000000000003,66.96,1,2,3,123,6,Lost
CUST00695,35,6,274.95,45.82,3,3,3,333,9,Loyal Customers
CUST00696,43,2,98.63,49.32,2,1,1,211,4,Hibernating
CUST00697,33,9,484.69,53.85,3,4,4,344,11,Loyal Customers
CUST00698,25,15,1022.77,68.18,3,5,5,355,13,Loyal Customers
CUST00699,4,17,1000.85,58.87,5,5,5,555,15,Champions
CUST00700,14,6,242.93,40.49,4,3,2,432,9,Others
CUST00702,29,16,910.0799999999999,56.88,3,5,5,355,13,Loyal Customers
CUST00703,2,2,56.72,28.36,5,1,1,511,7,New Customers
CUST00705,85,3,203.37,67.79,2,2,2,222,6,Hibernating
CUST00706,407,10,466.74,46.67,1,4,4,144,9,At Risk
CUST00707,77,6,342.62,57.1,2,3,3,233,8,At Risk
CUST00708,62,10,554.68,55.47,2,4,4,244,10,At Risk
CUST00709,6,19,1249.68,65.77,5,5,5,555,15,Champions
CUST00710,18,20,1273.61,63.68,4,5,5,455,14,Champions
CUST00711,1,1,80.69,80.69,5,1,1,511,7,New Customers
CUST00712,13,7,361.37,51.62,4,3,3,433,10,Loyal Customers
CUST00714,21,11,346.05,31.46,4,4,3,443,11,Loyal Customers
CUST00715,148,2,63.059999999999995,31.53,1,1,1,111,3,Hibernating
CUST00716,17,17,1372.55,80.74,4,5,5,455,14,Champions
CUST00717,28,10,757.5,75.75,3,4,4,344,11,Loyal Customers
CUST00718,3,16,1088.2,68.01,5,5,5,555,15,Champions
CUST00719,13,7,381.64,54.52,4,3,3,433,10,Loyal Customers
CUST00720,195,5,310.89,62.18,1,3,3,133,7,At Risk
CUST00721,96,5,279.17,55.83,1,3,3,133,7,At Risk
CUST00722,93,5,262.07,52.41,1,3,3,133,7,At Risk
CUST00723,1,1,58.35,58.35,5,1,1,511,7,New Customers
CUST00724,28,8,462.46,57.81,3,3,4,334,10,Loyal Customers
CUST00725,159,7,367.32,52.47,1,3,3,133,7,At Risk
CUST00726,58,16,843.9,52.74,2,5,5,255,12,At Risk
CUST00727,94,16,950.25,59.39,1,5,5,155,11,At Risk
CUST00728,8,40,2884.46,72.11,5,5,5,555,15,Champions
CUST00729,89,2,104.32,52.16,1,1,1,111,3,Hibernating
CUST00730,16,20,1345.73,67.29,4,5,5,455,14,Champions
CUST00731,235,1,22.95,22.95,1,1,1,111,3,Hibernating
CUST00733,38,9,390.38,43.38,3,4,3,343,10,Loyal Customers
CUST00734,36,1,100.39,100.39,3,1,1,311,5,Promising
CUST00735,2,17,921.29,54.19,5,5,5,555,15,Champions
CUST00736,10,44,2945.56,66.94,4,5,5,455,14,Champions
CUST00737,7,5,205.10999999999999,41.02,5,3,2,532,10,Others
CUST00738,32,1,102.52,102.52,3,1,1,311,5,Promising
CUST00739,25,4,126.85,31.71,3,2,2,322,7,Promising
CUST00740,10,1,78.76,78.76,4,1,1,411,6,New Customers
CUST00742,25,7,293.7,41.96,3,3,3,333,9,Loyal Customers
CUST00743,70,2,176.01999999999998,88.01,2,1,2,212,5,Hibernating
CUST00744,71,13,955.77,73.52,2,4,5,245,11,At Risk
CUST00745,111,18,941.63,52.31,1,5,5,155,11,At Risk
CUST00746,14,2,133.94,66.97,4,1,2,412,7,New Customers
CUST00747,68,3,171.11,57.04,2,2,2,222,6,Hibernating
CUST00748,28,3,150.42000000000002,50.14,3,2,2,322,7,Promising
CUST00749,5,7,288.41,41.2,5,3,3,533,11,Loyal Customers
CUST00750,4,5,295.71999999999997,59.14,5,3,3,533,11,Loyal Customers
CUST00751,6,16,744.25,46.52,5,5,4,554,14,Champions
CUST00752,16,5,454.97999999999996,91.0,4,3,4,434,11,Loyal Customers
CUST00753,107,2,86.91,43.46,1,1,1,111,3,Hibernating
CUST00754,13,7,480.46000000000004,68.64,4,3,4,434,11,Loyal Customers
CUST00755,5,13,1049.37,80.72,5,4,5,545,14,Champions
CUST00757,12,4,247.44,61.86,4,2,3,423,9,New Customers
CUST00758,35,4,162.72,40.68,3,2,2,322,7,Promising
CUST00759,96,12,590.09,49.17,1,4,4,144,9,At Risk
CUST00760,319,1,46.07,46.07,1,1,1,111,3,Hibernating
CUST00761,71,2,193.05,96.52,2,1,2,212,5,Hibernating
CUST00763,2,2,31.71,15.86,5,1,1,511,7,New Customers
CUST00767,13,23,1518.22,66.01,4,5,5,455,14,Champions
CUST00768,6,8,350.76,43.84,5,3,3,533,11,Loyal Customers
CUST00769,3,9,352.45,39.16,5,4,3,543,12,Loyal Customers
CUST00771,28,1,49.92,49.92,3,1,1,311,5,Promising
CUST00772,26,20,1067.4,53.37,3,5,5,355,13,Loyal Customers
CUST00773,13,1,25.17,25.17,4,1,1,411,6,New Customers
CUST00774,26,4,197.26999999999998,49.32,3,2,2,322,7,Promising
CUST00775,13,3,77.62,25.87,4,2,1,421,7,New Customers
CUST00776,30,13,784.97,60.38,3,4,4,344,11,Loyal Customers
CUST00777,11,20,1357.19,67.86,4,5,5,455,14,Champions
CUST00778,30,14,651.3299999999999,46.52,3,4,4,344,11,Loyal Customers
CUST00779,5,1,37.06,37.06,5,1,1,511,7,New Customers
CUST00780,4,19,1304.61,68.66,5,5,5,555,15,Champions
CUST00781,67,1,22.3,22.3,2,1,1,211,4,Hibernating
CUST00782,6,10,577.4300000000001,57.74,5,4,4,544,13,Champions
CUST00784,100,8,405.36,50.67,1,3,3,133,7,At Risk
CUST00785,44,7,460.21999999999997,65.75,2,3,4,234,9,At Risk
CUST00786,41,8,430.19,53.77,3,3,4,334,10,Loyal Customers
CUST00787,19,4,219.06,54.76,4,2,2,422,8,New Customers
CUST00789,9,15,899.84,59.99,5,5,5,555,15,Champions
CUST00791,252,3,183.99,61.33,1,2,2,122,5,Hibernating
CUST00792,18,7,241.54,34.51,4,3,2,432,9,Others
CUST00793,128,12,554.43,46.2,1,4,4,144,9,At Risk
CUST00794,52,8,220.61,27.58,2,3,2,232,7,Others
CUST00795,17,14,995.49,71.11,4,4,5,445,13,Champions
CUST00796,15,2,120.65,60.32,4,1,2,412,7,New Customers
CUST00797,20,4,203.11,50.78,4,2,2,422,8,New Customers
CUST00798,15,13,696.4,53.57,4,4,4,444,12,Champions
CUST00799,315,2,57.980000000000004,28.99,1,1,1,111,3,Hibernating
CUST00800,11,4,183.73000000000002,45.93,4,2,2,422,8,New Customers
CUST00802,1,15,1113.07,74.2,5,5,5,555,15,Champions
CUST00803,17,3,123.34,41.11,4,2,2,422,8,New Customers
CUST00805,5,4,223.23,55.81,5,2,2,522,9,New Customers
CUST00806,53,4,163.6,40.9,2,2,2,222,6,Hibernating
CUST00807,2,19,1375.47,72.39,5,5,5,555,15,Champions
CUST00808,18,6,207.48,34.58,4,3,2,432,9,Others
CUST00809,15,13,875.5699999999999,67.35,4,4,5,445,13,Champions
CUST00810,48,5,345.03999999999996,69.01,2,3,3,233,8,At Risk
CUST00812,51,3,255.7,85.23,2,2,3,223,7,Others
CUST00813,54,5,249.95,49.99,2,3,3,233,8,At Risk
CUST00814,6,9,644.05,71.56,5,4,4,544,13,Champions
CUST00815,36,8,290.34,36.29,3,3,3,333,9,Loyal Customers
CUST00816,261,2,76.12,38.06,1,1,1,111,3,Hibernating
CUST00817,302,2,68.92,34.46,1,1,1,111,3,Hibernating
CUST00818,17,18,1469.18,81.62,4,5,5,455,14,Champions
CUST00819,96,3,134.21,44.74,1,2,2,122,5,Hibernating
CUST00820,55,11,689.38,62.67,2,4,4,244,10,At Risk
CUST00821,53,6,392.16,65.36,2,3,3,233,8,At Risk
CUST00822,6,1,62.58,62.58,5,1,1,511,7,New Customers
CUST00823,64,6,216.35999999999999,36.06,2,3,2,232,7,Others
CUST00824,15,1,72.16,72.16,4,1,1,411,6,New Customers
CUST00825,16,25,1637.99,65.52,4,5,5,455,14,Champions
CUST00826,9,23,1837.95,79.91,5,5,5,555,15,Champions
CUST00827,22,24,1907.52,79.48,4,5,5,455,14,Champions
CUST00828,103,10,421.67,42.17,1,4,4,144,9,At Risk
CUST00829,32,26,1780.61,68.48,3,5,5,355,13,Loyal Customers
CUST00830,143,3,125.12,41.71,1,2,2,122,5,Hibernating
CUST00831,41,2,119.36,59.68,3,1,2,312,6,Promising
CUST00832,50,7,305.26,43.61,2,3,3,233,8,At Risk
CUST00833,5,21,1717.9,81.8,5,5,5,555,15,Champions
CUST00834,68,6,241.95999999999998,40.33,2,3,2,232,7,Others
CUST00835,24,7,441.56,63.08,3,3,4,334,10,Loyal Customers
CUST00837,21,13,704.85,54.22,4,4,4,444,12,Champions
CUST00839,107,12,712.03,59.34,1,4,4,144,9,At Risk
CUST00840,38,11,527.64,47.97,3,4,4,344,11,Loyal Customers
CUST00841,138,6,367.34000000000003,61.22,1,3,3,133,7,At Risk
CUST00842,35,4,202.05,50.51,3,2,2,322,7,Promising
CUST00843,185,8,386.43,48.3,1,3,3,133,7,At Risk
CUST00844,3,3,196.98000000000002,65.66,5,2,2,522,9,New Customers
CUST00845,82,8,581.04,72.63,2,3,4,234,9,At Risk
CUST00846,16,21,1507.42,71.78,4,5,5,455,14,Champions
CUST00848,40,33,2466.67,74.75,3,5,5,355,13,Loyal Customers
CUST00849,40,18,985.34,54.74,3,5,5,355,13,Loyal Customers
CUST00850,10,1,39.26,39.26,4,1,1,411,6,New Customers
CUST00851,3,2,103.22999999999999,51.61,5,1,1,511,7,New Customers
CUST00852,39,8,395.85,49.48,3,3,3,333,9,Loyal Customers
CUST00853,15,13,937.83,72.14,4,4,5,445,13,Champions
CUST00854,15,5,172.65,34.53,4,3,2,432,9,Others
CUST00855,17,8,497.03,62.13,4,3,4,434,11,Loyal Customers
CUST00856,157,7,297.90999999999997,42.56,1,3,3,133,7,At Risk
CUST00858,11,18,1374.15,76.34,4,5,5,455,14,Champions
CUST00860,50,2,120.64,60.32,2,1,2,212,5,Hibernating
CUST00861,42,13,524.1700000000001,40.32,3,4,4,344,11,Loyal Customers
CUST00862,260,1,76.79,76.79,1,1,1,111,3,Hibernating
CUST00863,26,21,1864.4399999999998,88.78,3,5,5,355,13,Loyal Customers
CUST00865,12,10,485.56,48.56,4,4,4,444,12,Champions
CUST00867,91,3,197.99,66.0,1,2,2,122,5,Hibernating
CUST00868,81,11,526.62,47.87,2,4,4,244,10,At Risk
CUST00869,118,6,329.8,54.97,1,3,3,133,7,At Risk
CUST00870,36,20,1092.46,54.62,3,5,5,355,13,Loyal Customers
CUST00871,23,31,1951.61,62.96,4,5,5,455,14,Champions
CUST00872,8,2,134.26,67.13,5,1,2,512,8,New Customers
CUST00873,5,8,244.94,30.62,5,3,3,533,11,Loyal Customers
CUST00874,37,15,511.95,34.13,3,5,4,354,12,Loyal Customers
CUST00875,29,1,44.65,44.65,3,1,1,311,5,Promising
CUST00876,21,5,112.34,22.47,4,3,2,432,9,Others
CUST00877,70,6,327.28999999999996,54.55,2,3,3,233,8,At Risk
CUST00878,36,5,304.78999999999996,60.96,3,3,3,333,9,Loyal Customers
CUST00879,19,14,769.34,54.95,4,4,4,444,12,Champions
CUST00881,103,3,161.57,53.86,1,2,2,122,5,Hibernating
CUST00882,2,5,393.14,78.63,5,3,3,533,11,Loyal Customers
CUST00883,42,6,270.73,45.12,3,3,3,333,9,Loyal Customers
CUST00884,11,12,911.09,75.92,4,4,5,445,13,Champions
CUST00885,4,19,1420.62,74.77,5,5,5,555,15,Champions
CUST00887,8,17,1109.72,65.28,5,5,5,555,15,Champions
CUST00888,16,4,217.5,54.38,4,2,2,422,8,New Customers
CUST00889,53,10,340.64,34.06,2,4,3,243,9,At Risk
CUST00891,30,2,46.699999999999996,23.35,3,1,1,311,5,Promising
CUST00892,109,2,97.6,48.8,1,1,1,111,3,Hibernating
CUST00893,59,15,727.0,48.47,2,5,4,254,11,At Risk
CUST00894,147,5,260.85,52.17,1,3,3,133,7,At Risk
CUST00896,30,3,135.35,45.12,3,2,2,322,7,Promising
CUST00897,17,11,569.56,51.78,4,4,4,444,12,Champions
CUST00898,16,6,395.49,65.92,4,3,3,433,10,Loyal Customers
CUST00900,60,1,64.08,64.08,2,1,1,211,4,Hibernating
CUST00901,82,2,105.69,52.84,2,1,1,211,4,Hibernating
CUST00902,4,16,548.76,34.3,5,5,4,554,14,Champions
CUST00903,1,2,114.56,57.28,5,1,2,512,8,New Customers
CUST00904,30,4,173.15,43.29,3,2,2,322,7,Promising
CUST00906,104,2,115.58,57.79,1,1,2,112,4,Hibernating
CUST00907,8,20,1101.3,55.06,5,5,5,555,15,Champions
CUST00908,144,1,56.44,56.44,1,1,1,111,3,Hibernating
CUST00909,31,1,44.67,44.67,3,1,1,311,5,Promising
CUST00911,5,10,788.26,78.83,5,4,4,544,13,Champions
CUST00912,17,5,403.65000000000003,80.73,4,3,3,433,10,Loyal Customers
CUST00913,2,19,1410.93,74.26,5,5,5,555,15,Champions
CUST00914,4,3,140.95,46.98,5,2,2,522,9,New Customers
CUST00915,107,3,125.47,41.82,1,2,2,122,5,Hibernating
CUST00916,110,2,39.870000000000005,19.94,1,1,1,111,3,Hibernating
CUST00917,1,14,737.0500000000001,52.65,5,4,4,544,13,Champions
CUST00918,6,14,566.35,40.45,5,4,4,544,13,Champions
CUST00919,201,4,181.59,45.4,1,2,2,122,5,Hibernating
CUST00920,11,4,268.9,67.22,4,2,3,423,9,New Customers
CUST00921,14,11,821.94,74.72,4,4,4,444,12,Champions
CUST00922,33,27,2443.32,90.49,3,5,5,355,13,Loyal Customers
CUST00923,1,3,112.9,37.63,5,2,2,522,9,New Customers
CUST00924,84,10,594.15,59.42,2,4,4,244,10,At Risk
CUST00925,179,6,212.64,35.44,1,3,2,132,6,Lost
CUST00927,45,17,1149.72,67.63,2,5,5,255,12,At Risk
CUST00928,214,1,26.82,26.82,1,1,1,111,3,Hibernating
CUST00929,1,14,777.15,55.51,5,4,4,544,13,Champions
CUST00930,27,8,556.88,69.61,3,3,4,334,10,Loyal Customers
CUST00931,18,16,1205.68,75.36,4,5,5,455,14,Champions
CUST00932,17,6,249.31,41.55,4,3,3,433,10,Loyal Customers
CUST00933,34,4,298.15999999999997,74.54,3,2,3,323,8,Others
