customer_id,signup_date,age,gender,region,acquisition_channel,tenure_days,tenure_months,recency_days,frequency,monetary,avg_order_value,RFM_total,segment,customer_value_tier,support_tickets_last_90d,app_logins_last_30d,email_open_rate,avg_support_csat,churn_probability,risk_tier,recommended_action,churned
CUST00444,2025-12-28,28,Male,South,Email Campaign,3,0.1,3.0,1.0,30.52,30.52,7.0,New Customers,Bronze,2,4,0.3,2.1,0.0119,Low,Standard engagement / newsletter,0
CUST00445,2025-12-06,41,Male,North,Email Campaign,25,0.8,25.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,2,7,0.38,4.7,0.0084,Low,Standard engagement / newsletter,0
CUST00446,2025-05-31,43,Male,Central,Paid Ads,214,7.1,104.0,3.0,255.11,85.04,6.0,Lost,Silver,1,2,0.44,3.4,0.8013,High,Send targeted discount / re-engagement email,1
CUST00447,2024-10-09,52,Male,East,Paid Ads,448,14.9,163.0,1.0,24.64,24.64,3.0,Hibernating,Bronze,2,1,0.21,2.5,0.9529,High,Send targeted discount / re-engagement email,1
CUST00448,2025-06-17,23,Other,North,Referral,197,6.6,197.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,2,0,0.31,3.5,0.9932,High,Send targeted discount / re-engagement email,1
CUST00449,2024-10-31,36,Male,South,Email Campaign,426,14.2,5.0,5.0,274.84,54.97,10.0,New Customers,Gold,0,3,0.28,3.6,0.3842,Medium,Monitor + include in nurture campaign,0
CUST00450,2024-01-05,39,Female,South,Organic Search,726,24.2,49.0,7.0,205.87,29.41,7.0,Others,Silver,1,1,0.34,3.3,0.1595,Low,Standard engagement / newsletter,0
CUST00451,2024-09-13,57,Other,North,Paid Ads,474,15.8,3.0,5.0,344.84,68.97,10.0,New Customers,Gold,2,5,0.47,4.2,0.4132,Medium,Monitor + include in nurture campaign,0
CUST00452,2024-11-10,27,Male,East,Paid Ads,416,13.9,16.0,9.0,625.38,69.49,12.0,Champions,Platinum,0,9,0.35,4.6,0.0196,Low,Upsell / referral program invite,0
CUST00453,2024-09-18,57,Other,East,Organic Search,469,15.6,6.0,19.0,1140.36,60.02,15.0,Champions,Platinum,1,8,0.35,4.6,0.0143,Low,Upsell / referral program invite,0
CUST00454,2024-11-20,50,Male,East,Organic Search,406,13.5,64.0,7.0,395.21,56.46,8.0,At Risk,Gold,1,3,0.45,4.2,0.0943,Low,Standard engagement / newsletter,0
CUST00455,2025-08-27,18,Male,West,Email Campaign,126,4.2,8.0,5.0,402.83,80.57,10.0,New Customers,Gold,0,2,0.35,5.0,0.0082,Low,Standard engagement / newsletter,0
CUST00456,2024-08-26,65,Male,North,Social Media,492,16.4,12.0,28.0,1986.65,70.95,14.0,Champions,Platinum,0,11,0.47,3.9,0.0004,Low,Upsell / referral program invite,0
CUST00457,2024-10-06,50,Female,East,Email Campaign,451,15.0,16.0,14.0,744.68,53.19,12.0,Champions,Platinum,0,4,0.35,4.5,0.0592,Low,Upsell / referral program invite,0
CUST00458,2025-06-19,67,Other,North,Social Media,195,6.5,87.0,1.0,33.41,33.41,3.0,Hibernating,Bronze,1,1,0.38,4.3,0.2749,Low,Standard engagement / newsletter,0
CUST00459,2025-05-17,47,Other,South,Email Campaign,228,7.6,61.0,1.0,82.03,82.03,4.0,Hibernating,Silver,2,0,0.35,3.0,0.4223,Medium,Monitor + include in nurture campaign,0
CUST00460,2025-10-10,41,Male,Central,Referral,82,2.7,36.0,1.0,16.79,16.79,5.0,Promising,Bronze,1,6,0.22,4.2,0.0036,Low,Standard engagement / newsletter,0
CUST00461,2025-10-16,28,Female,North,Organic Search,76,2.5,5.0,5.0,482.87,96.57,11.0,New Customers,Gold,0,8,0.45,5.0,0.0039,Low,Standard engagement / newsletter,0
CUST00462,2024-06-28,34,Female,West,Social Media,551,18.4,6.0,7.0,251.56,35.94,11.0,Loyal Customers,Silver,0,4,0.52,3.9,0.1011,Low,Standard engagement / newsletter,0
CUST00463,2024-08-03,40,Other,North,Social Media,515,17.2,77.0,11.0,483.42,43.95,10.0,At Risk,Gold,0,2,0.48,3.7,0.0217,Low,Standard engagement / newsletter,0
CUST00464,2025-03-03,54,Other,West,Organic Search,303,10.1,21.0,4.0,186.65,46.66,8.0,New Customers,Silver,0,6,0.19,4.1,0.1281,Low,Standard engagement / newsletter,0
CUST00465,2024-07-09,26,Male,East,Email Campaign,540,18.0,158.0,7.0,308.38,44.05,7.0,At Risk,Gold,2,0,0.4,4.8,0.87,High,Send targeted discount / re-engagement email,1
CUST00466,2025-04-21,35,Male,North,Paid Ads,254,8.5,118.0,2.0,166.83999999999995,83.42,4.0,Hibernating,Silver,0,5,0.46,3.7,0.8891,High,Send targeted discount / re-engagement email,1
CUST00467,2025-01-02,30,Female,Central,Email Campaign,363,12.1,41.0,8.0,356.42,44.55,9.0,Loyal Customers,Gold,2,9,0.33,4.0,0.1755,Low,Standard engagement / newsletter,0
CUST00468,2024-06-28,41,Other,East,Social Media,551,18.4,60.0,7.0,412.74,58.96,8.0,At Risk,Gold,1,0,0.37,3.9,0.2098,Low,Standard engagement / newsletter,0
CUST00469,2025-12-02,40,Other,Central,Referral,29,1.0,1.0,1.0,84.53,84.53,7.0,New Customers,Silver,0,3,0.19,4.1,0.0028,Low,Standard engagement / newsletter,0
CUST00470,2025-03-19,54,Female,Central,Email Campaign,287,9.6,6.0,6.0,507.33,84.56,12.0,Loyal Customers,Gold,1,11,0.42,5.0,0.0355,Low,Standard engagement / newsletter,0
CUST00471,2025-11-25,38,Female,North,Organic Search,36,1.2,1.0,2.0,196.8,98.4,8.0,New Customers,Silver,1,1,0.36,3.7,0.0012,Low,Standard engagement / newsletter,0
CUST00472,2024-05-28,38,Other,Central,Paid Ads,582,19.4,75.0,8.0,312.1,39.01,8.0,At Risk,Gold,0,7,0.2,4.3,0.4121,Medium,Monitor + include in nurture campaign,0
CUST00473,2024-10-14,23,Female,West,Paid Ads,443,14.8,165.0,4.0,130.18,32.54,5.0,Hibernating,Silver,1,1,0.16,3.1,0.7702,High,Send targeted discount / re-engagement email,1
CUST00474,2024-07-11,29,Female,East,Social Media,538,17.9,61.0,4.0,300.65,75.16,7.0,Others,Gold,1,2,0.44,3.8,0.282,Low,Standard engagement / newsletter,0
CUST00475,2024-10-23,29,Female,West,Organic Search,434,14.5,37.0,2.0,120.65,60.32,6.0,Promising,Silver,0,0,0.41,4.1,0.4883,Medium,Monitor + include in nurture campaign,0
CUST00476,2024-11-12,41,Female,West,Referral,414,13.8,164.0,1.0,45.72,45.72,3.0,Hibernating,Bronze,0,1,0.29,3.5,0.9488,High,Send targeted discount / re-engagement email,1
CUST00477,2024-04-27,45,Other,East,Referral,613,20.4,59.0,4.0,238.77,59.69,6.0,Hibernating,Silver,1,2,0.22,3.7,0.4204,Medium,Monitor + include in nurture campaign,0
CUST00478,2024-03-08,42,Male,West,Organic Search,663,22.1,204.0,9.0,586.3,65.14,9.0,At Risk,Gold,4,8,0.54,3.5,0.8229,High,Send targeted discount / re-engagement email,1
CUST00479,2025-03-25,49,Male,North,Organic Search,281,9.4,7.0,21.0,994.83,47.37,15.0,Champions,Platinum,1,6,0.39,3.3,0.0014,Low,Upsell / referral program invite,0
CUST00480,2024-09-30,64,Female,North,Referral,457,15.2,25.0,14.0,869.64,62.12,12.0,Loyal Customers,Platinum,0,12,0.46,4.3,0.0099,Low,Standard engagement / newsletter,0
CUST00481,2024-12-13,28,Male,Central,Organic Search,383,12.8,11.0,7.0,247.33,35.33,10.0,Loyal Customers,Silver,0,0,0.37,3.5,0.2055,Low,Standard engagement / newsletter,0
CUST00482,2025-05-17,57,Other,Central,Email Campaign,228,7.6,99.0,5.0,257.95,51.59,6.0,Lost,Silver,0,1,0.38,4.7,0.8647,High,Send targeted discount / re-engagement email,1
CUST00483,2025-11-24,44,Female,North,Social Media,37,1.2,37.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,2,0.31,4.7,0.0033,Low,Standard engagement / newsletter,0
CUST00484,2024-02-25,57,Female,West,Organic Search,675,22.5,44.0,19.0,954.86,50.26,12.0,At Risk,Platinum,1,6,0.53,5.0,0.0138,Low,Standard engagement / newsletter,0
CUST00485,2025-09-17,31,Female,Central,Referral,105,3.5,15.0,4.0,271.70000000000005,67.93,9.0,New Customers,Gold,0,6,0.32,4.9,0.0147,Low,Standard engagement / newsletter,0
CUST00486,2024-09-05,25,Female,North,Email Campaign,482,16.1,35.0,16.0,868.54,54.28,13.0,Loyal Customers,Platinum,1,4,0.46,2.9,0.101,Low,Standard engagement / newsletter,0
CUST00487,2024-12-29,40,Other,South,Paid Ads,367,12.2,16.0,17.0,1322.26,77.78,14.0,Champions,Platinum,0,20,0.46,4.1,0.0009,Low,Upsell / referral program invite,0
CUST00488,2025-03-31,19,Other,West,Paid Ads,275,9.2,275.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.09,3.6,0.9956,High,Send targeted discount / re-engagement email,1
CUST00489,2024-08-15,52,Male,East,Email Campaign,503,16.8,51.0,6.0,233.43,38.9,7.0,Others,Silver,2,1,0.0,1.8,0.5236,Medium,Monitor + include in nurture campaign,0
CUST00490,2025-11-21,23,Female,North,Referral,40,1.3,8.0,2.0,96.26,48.13,7.0,New Customers,Silver,0,6,0.36,2.8,0.0075,Low,Standard engagement / newsletter,0
CUST00491,2025-05-26,29,Other,South,Social Media,219,7.3,59.0,6.0,292.19,48.7,8.0,At Risk,Gold,1,3,0.46,3.7,0.1168,Low,Standard engagement / newsletter,0
CUST00492,2025-11-01,37,Other,Central,Email Campaign,60,2.0,60.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,1,0.05,3.8,0.0071,Low,Standard engagement / newsletter,0
CUST00493,2025-04-28,40,Other,Central,Organic Search,247,8.2,6.0,10.0,824.91,82.49,13.0,Champions,Platinum,0,13,0.44,4.5,0.0249,Low,Upsell / referral program invite,0
CUST00494,2024-11-11,21,Other,East,Organic Search,415,13.8,15.0,19.0,1099.88,57.89,14.0,Champions,Platinum,0,14,0.57,3.9,0.0014,Low,Upsell / referral program invite,0
CUST00495,2024-08-31,51,Male,East,Referral,487,16.2,50.0,5.0,244.92,48.98,7.0,Others,Silver,1,2,0.34,4.0,0.6867,High,Send targeted discount / re-engagement email,0
CUST00496,2024-06-13,45,Female,East,Organic Search,566,18.9,450.0,2.0,87.83000000000001,43.92,3.0,Hibernating,Silver,1,0,0.31,4.4,0.906,High,Send targeted discount / re-engagement email,1
CUST00497,2024-04-16,52,Male,South,Email Campaign,624,20.8,121.0,13.0,828.4000000000001,63.72,9.0,At Risk,Platinum,1,3,0.38,4.4,0.8447,High,Send targeted discount / re-engagement email,1
CUST00498,2025-03-12,39,Other,West,Organic Search,294,9.8,69.0,3.0,186.13,62.04,6.0,Hibernating,Silver,0,1,0.13,3.2,0.1537,Low,Standard engagement / newsletter,0
CUST00499,2025-06-12,39,Male,North,Organic Search,202,6.7,31.0,11.0,752.09,68.37,11.0,Loyal Customers,Platinum,0,13,0.39,3.9,0.002,Low,Standard engagement / newsletter,0
CUST00500,2025-05-11,36,Other,Central,Paid Ads,234,7.8,64.0,3.0,74.44999999999999,24.82,5.0,Hibernating,Bronze,1,1,0.2,5.0,0.3253,Low,Standard engagement / newsletter,0
CUST00501,2024-07-31,28,Female,West,Social Media,518,17.3,76.0,14.0,906.84,64.77,11.0,At Risk,Platinum,0,8,0.27,4.8,0.0145,Low,Standard engagement / newsletter,0
CUST00502,2025-10-17,22,Female,South,Referral,75,2.5,25.0,3.0,132.91,44.3,7.0,Promising,Silver,0,9,0.35,4.0,0.0024,Low,Standard engagement / newsletter,0
CUST00503,2024-08-01,24,Female,East,Email Campaign,517,17.2,26.0,7.0,194.67,27.81,8.0,Needs Attention,Silver,0,3,0.13,4.0,0.0961,Low,Standard engagement / newsletter,0
CUST00504,2024-12-26,18,Other,North,Organic Search,370,12.3,71.0,6.0,263.28,43.88,8.0,At Risk,Gold,3,0,0.23,3.0,0.3679,Medium,Monitor + include in nurture campaign,0
CUST00505,2024-12-13,38,Male,South,Email Campaign,383,12.8,383.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.25,2.8,0.9977,High,Send targeted discount / re-engagement email,1
CUST00506,2025-09-06,36,Male,North,Referral,116,3.9,9.0,3.0,105.43,35.14,8.0,New Customers,Silver,1,7,0.09,4.2,0.0034,Low,Standard engagement / newsletter,0
CUST00507,2025-07-18,29,Female,West,Social Media,166,5.5,166.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,0,0.34,3.1,0.993,High,Send targeted discount / re-engagement email,1
CUST00508,2024-10-09,49,Other,West,Social Media,448,14.9,58.0,22.0,1457.56,66.25,12.0,At Risk,Platinum,0,9,0.59,4.4,0.0005,Low,Standard engagement / newsletter,0
CUST00509,2025-05-01,38,Female,South,Email Campaign,244,8.1,7.0,9.0,665.98,74.0,13.0,Champions,Platinum,0,15,0.36,4.7,0.0072,Low,Upsell / referral program invite,0
CUST00510,2025-07-29,37,Male,East,Social Media,155,5.2,93.0,1.0,54.5,54.5,3.0,Hibernating,Bronze,1,0,0.16,3.8,0.9477,High,Send targeted discount / re-engagement email,1
CUST00511,2025-08-26,37,Male,East,Email Campaign,127,4.2,29.0,6.0,430.4200000000001,71.74,10.0,Loyal Customers,Gold,0,16,0.55,5.0,0.0087,Low,Standard engagement / newsletter,0
CUST00512,2025-06-19,47,Female,Central,Referral,195,6.5,28.0,2.0,85.01,42.5,5.0,Promising,Silver,1,1,0.3,4.3,0.3406,Medium,Monitor + include in nurture campaign,0
CUST00513,2024-12-17,25,Male,South,Social Media,379,12.6,8.0,19.0,1217.56,64.08,15.0,Champions,Platinum,0,5,0.51,4.9,0.0039,Low,Upsell / referral program invite,0
CUST00514,2024-02-17,34,Other,North,Organic Search,683,22.8,17.0,16.0,772.97,48.31,13.0,Champions,Platinum,0,5,0.27,3.5,0.2176,Low,Upsell / referral program invite,0
CUST00515,2024-04-04,38,Male,East,Paid Ads,636,21.2,1.0,25.0,1813.65,72.55,15.0,Champions,Platinum,1,9,0.58,4.8,0.0007,Low,Upsell / referral program invite,0
CUST00516,2025-12-05,44,Male,East,Referral,26,0.9,26.0,1.0,46.78,46.78,5.0,Promising,Bronze,0,4,0.21,3.6,0.0029,Low,Standard engagement / newsletter,0
CUST00517,2024-12-20,26,Female,North,Organic Search,376,12.5,38.0,9.0,527.89,58.65,11.0,Loyal Customers,Gold,0,4,0.66,3.7,0.0292,Low,Standard engagement / newsletter,0
CUST00518,2024-05-31,36,Female,West,Paid Ads,579,19.3,23.0,5.0,178.12,35.62,8.0,New Customers,Silver,0,3,0.44,3.7,0.3253,Low,Standard engagement / newsletter,0
CUST00519,2025-03-31,35,Male,West,Email Campaign,275,9.2,31.0,4.0,204.24,51.06,7.0,Promising,Silver,1,2,0.44,3.9,0.1392,Low,Standard engagement / newsletter,0
CUST00520,2025-11-27,55,Other,South,Email Campaign,34,1.1,34.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,15,0.34,4.3,0.0037,Low,Standard engagement / newsletter,0
CUST00521,2025-05-01,30,Other,East,Organic Search,244,8.1,8.0,19.0,1337.52,70.4,15.0,Champions,Platinum,1,13,0.44,4.5,0.0008,Low,Upsell / referral program invite,0
CUST00522,2024-02-13,34,Female,North,Social Media,687,22.9,89.0,12.0,578.07,48.17,9.0,At Risk,Gold,1,2,0.1,3.8,0.438,Medium,Monitor + include in nurture campaign,0
CUST00523,2025-11-28,43,Male,West,Organic Search,33,1.1,17.0,1.0,38.39,38.39,6.0,New Customers,Bronze,0,1,0.09,3.7,0.001,Low,Standard engagement / newsletter,0
CUST00524,2025-03-12,52,Female,Central,Social Media,294,9.8,2.0,3.0,203.1,67.7,9.0,New Customers,Silver,0,2,0.7,4.1,0.0479,Low,Standard engagement / newsletter,0
CUST00525,2024-10-25,21,Other,West,Social Media,432,14.4,86.0,4.0,279.35,69.84,6.0,Lost,Gold,3,1,0.34,3.0,0.088,Low,Standard engagement / newsletter,0
CUST00526,2024-10-16,35,Female,North,Social Media,441,14.7,76.0,11.0,590.45,53.68,10.0,At Risk,Gold,1,2,0.3,4.1,0.0776,Low,Standard engagement / newsletter,0
CUST00527,2025-05-28,31,Male,East,Paid Ads,217,7.2,217.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,2,0,0.18,3.7,0.9873,High,Send targeted discount / re-engagement email,1
CUST00528,2024-06-30,18,Other,West,Referral,549,18.3,73.0,22.0,1582.35,71.92,12.0,At Risk,Platinum,0,9,0.4,2.4,0.0008,Low,Standard engagement / newsletter,0
CUST00529,2024-04-05,20,Male,West,Organic Search,635,21.2,19.0,6.0,254.83,42.47,10.0,Loyal Customers,Silver,0,3,0.4,5.0,0.4424,Medium,Monitor + include in nurture campaign,0
CUST00530,2024-06-17,40,Male,West,Email Campaign,562,18.7,32.0,16.0,1210.73,75.67,13.0,Loyal Customers,Platinum,1,7,0.35,3.7,0.004,Low,Standard engagement / newsletter,0
CUST00531,2025-11-13,37,Female,Central,Organic Search,48,1.6,48.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,2,0.13,3.4,0.009,Low,Standard engagement / newsletter,0
CUST00532,2025-01-18,44,Female,East,Referral,347,11.6,41.0,14.0,1057.26,75.52,12.0,Loyal Customers,Platinum,0,7,0.44,3.9,0.0006,Low,Standard engagement / newsletter,0
CUST00533,2025-08-14,37,Male,East,Paid Ads,139,4.6,64.0,2.0,103.35,51.68,4.0,Hibernating,Silver,1,8,0.5,3.8,0.2164,Low,Standard engagement / newsletter,0
CUST00534,2024-08-15,26,Male,Central,Organic Search,503,16.8,51.0,19.0,1124.45,59.18,12.0,At Risk,Platinum,0,8,0.58,4.5,0.0052,Low,Standard engagement / newsletter,0
CUST00535,2024-11-29,21,Other,Central,Paid Ads,397,13.2,160.0,2.0,106.15,53.08,3.0,Hibernating,Silver,0,2,0.39,3.8,0.8589,High,Send targeted discount / re-engagement email,1
CUST00536,2025-07-03,18,Female,East,Paid Ads,181,6.0,8.0,3.0,229.08,76.36,9.0,New Customers,Silver,0,5,0.44,3.5,0.0582,Low,Standard engagement / newsletter,0
CUST00537,2025-10-30,29,Male,North,Paid Ads,62,2.1,43.0,1.0,41.69,41.69,4.0,Hibernating,Bronze,1,0,0.06,2.6,0.0019,Low,Standard engagement / newsletter,0
CUST00538,2024-11-02,50,Female,South,Paid Ads,424,14.1,10.0,5.0,274.67,54.93,9.0,New Customers,Gold,0,3,0.42,2.5,0.1814,Low,Standard engagement / newsletter,0
CUST00539,2025-08-11,63,Other,South,Organic Search,142,4.7,36.0,4.0,208.51,52.13,7.0,Promising,Silver,0,7,0.53,3.8,0.0308,Low,Standard engagement / newsletter,0
CUST00540,2025-09-18,30,Male,West,Social Media,104,3.5,82.0,1.0,36.4,36.4,4.0,Hibernating,Bronze,0,3,0.33,4.4,0.1383,Low,Standard engagement / newsletter,0
CUST00541,2025-03-05,38,Other,Central,Social Media,301,10.0,18.0,5.0,167.34,33.47,8.0,New Customers,Silver,0,3,0.39,3.7,0.0753,Low,Standard engagement / newsletter,0
CUST00542,2025-05-31,28,Other,Central,Email Campaign,214,7.1,50.0,6.0,397.71,66.28,8.0,At Risk,Gold,0,11,0.25,5.0,0.0187,Low,Standard engagement / newsletter,0
CUST00543,2025-04-21,33,Female,East,Paid Ads,254,8.5,25.0,9.0,407.55,45.28,10.0,Loyal Customers,Gold,0,4,0.15,4.3,0.0714,Low,Standard engagement / newsletter,0
CUST00544,2024-01-09,40,Female,North,Social Media,722,24.1,21.0,39.0,2696.99,69.15,14.0,Champions,Platinum,1,13,0.52,4.6,0.0014,Low,Upsell / referral program invite,0
CUST00545,2025-11-17,21,Female,East,Referral,44,1.5,3.0,1.0,15.31,15.31,7.0,New Customers,Bronze,2,5,0.59,3.9,0.0035,Low,Standard engagement / newsletter,0
CUST00546,2025-06-26,26,Other,North,Referral,188,6.3,60.0,3.0,211.79,70.6,6.0,Hibernating,Silver,1,2,0.52,5.0,0.0904,Low,Standard engagement / newsletter,0
CUST00547,2024-05-09,52,Other,North,Referral,601,20.0,17.0,6.0,232.27,38.71,9.0,Others,Silver,2,1,0.3,3.8,0.1894,Low,Standard engagement / newsletter,0
CUST00548,2024-01-15,46,Female,West,Organic Search,716,23.9,51.0,18.0,884.78,49.15,12.0,At Risk,Platinum,0,12,0.56,2.9,0.0176,Low,Standard engagement / newsletter,0
CUST00549,2025-11-08,49,Male,East,Referral,53,1.8,9.0,5.0,417.53,83.51,10.0,New Customers,Gold,0,15,0.52,5.0,0.0006,Low,Standard engagement / newsletter,0
CUST00550,2024-09-24,28,Male,North,Email Campaign,463,15.4,163.0,4.0,193.87,48.47,5.0,Hibernating,Silver,0,7,0.45,2.7,0.9035,High,Send targeted discount / re-engagement email,1
CUST00551,2024-03-25,53,Other,Central,Social Media,646,21.5,90.0,18.0,917.55,50.97,11.0,At Risk,Platinum,1,4,0.34,3.8,0.0604,Low,Standard engagement / newsletter,0
CUST00552,2025-01-06,44,Female,Central,Email Campaign,359,12.0,8.0,5.0,150.68,30.14,9.0,New Customers,Silver,1,1,0.39,4.4,0.5142,Medium,Monitor + include in nurture campaign,0
CUST00553,2025-11-08,30,Other,North,Social Media,53,1.8,33.0,2.0,138.66,69.33,6.0,Promising,Silver,0,12,0.5,4.0,0.0036,Low,Standard engagement / newsletter,0
CUST00554,2025-11-25,49,Other,South,Referral,36,1.2,36.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,4,0.35,3.4,0.002,Low,Standard engagement / newsletter,0
CUST00555,2025-06-07,44,Other,West,Email Campaign,207,6.9,86.0,3.0,175.07999999999998,58.36,5.0,Hibernating,Silver,1,1,0.31,2.2,0.1163,Low,Standard engagement / newsletter,0
CUST00556,2024-08-24,50,Male,North,Social Media,494,16.5,6.0,27.0,2088.06,77.34,15.0,Champions,Platinum,0,12,0.57,4.9,0.0002,Low,Upsell / referral program invite,0
CUST00557,2024-06-06,25,Male,East,Organic Search,573,19.1,453.0,1.0,35.64,35.64,3.0,Hibernating,Bronze,0,0,0.02,3.8,0.9576,High,Send targeted discount / re-engagement email,1
CUST00558,2025-03-05,18,Other,South,Organic Search,301,10.0,80.0,5.0,169.86,33.97,6.0,Hibernating,Silver,1,5,0.51,2.5,0.2909,Low,Standard engagement / newsletter,0
CUST00559,2025-12-16,35,Male,West,Social Media,15,0.5,15.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,8,0.22,4.4,0.0053,Low,Standard engagement / newsletter,0
CUST00560,2025-03-28,34,Other,Central,Email Campaign,278,9.3,278.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.25,4.0,0.9886,High,Send targeted discount / re-engagement email,1
CUST00561,2025-07-25,35,Male,East,Referral,159,5.3,64.0,7.0,285.6,40.8,8.0,At Risk,Gold,0,7,0.29,4.2,0.0311,Low,Standard engagement / newsletter,0
CUST00562,2024-11-18,41,Female,West,Social Media,408,13.6,19.0,3.0,124.02,41.34,8.0,New Customers,Silver,2,0,0.37,3.7,0.4206,Medium,Monitor + include in nurture campaign,0
CUST00563,2025-05-24,45,Female,Central,Organic Search,221,7.4,221.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,0,0.1,3.6,0.9964,High,Send targeted discount / re-engagement email,1
CUST00564,2025-01-16,52,Other,East,Organic Search,349,11.6,3.0,18.0,1479.42,82.19,15.0,Champions,Platinum,0,10,0.56,4.3,0.0002,Low,Upsell / referral program invite,0
CUST00565,2025-11-05,42,Female,North,Email Campaign,56,1.9,56.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,3,0.16,5.0,0.0039,Low,Standard engagement / newsletter,0
CUST00566,2024-05-29,30,Other,West,Referral,581,19.4,285.0,1.0,30.28,30.28,3.0,Hibernating,Bronze,0,1,0.37,3.4,0.9496,High,Send targeted discount / re-engagement email,1
CUST00567,2025-08-11,41,Female,Central,Paid Ads,142,4.7,142.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,0,2,0.27,3.6,0.9952,High,Send targeted discount / re-engagement email,1
CUST00568,2024-12-21,58,Female,North,Email Campaign,375,12.5,114.0,5.0,134.99,27.0,5.0,Hibernating,Silver,2,3,0.25,3.3,0.8493,High,Send targeted discount / re-engagement email,1
CUST00569,2025-01-30,47,Other,South,Referral,335,11.2,57.0,8.0,419.69,52.46,9.0,At Risk,Gold,0,13,0.37,4.9,0.0802,Low,Standard engagement / newsletter,0
CUST00570,2025-06-16,42,Female,West,Paid Ads,198,6.6,33.0,1.0,40.89,40.89,5.0,Promising,Bronze,3,1,0.3,3.7,0.2973,Low,Standard engagement / newsletter,0
CUST00571,2024-11-19,35,Other,North,Referral,407,13.6,4.0,20.0,1296.29,64.81,15.0,Champions,Platinum,1,11,0.36,5.0,0.0017,Low,Upsell / referral program invite,0
CUST00572,2024-05-22,27,Other,West,Referral,588,19.6,313.0,1.0,25.74,25.74,3.0,Hibernating,Bronze,2,0,0.03,4.0,0.9369,High,Send targeted discount / re-engagement email,1
CUST00573,2025-05-28,23,Male,Central,Organic Search,217,7.2,62.0,2.0,54.99,27.5,4.0,Hibernating,Bronze,1,3,0.24,3.7,0.29,Low,Standard engagement / newsletter,0
CUST00574,2025-07-02,43,Other,West,Email Campaign,182,6.1,19.0,8.0,419.1,52.39,11.0,Loyal Customers,Gold,1,7,0.72,3.9,0.0074,Low,Standard engagement / newsletter,0
CUST00575,2024-01-04,28,Female,North,Referral,727,24.2,60.0,6.0,271.27,45.21,8.0,At Risk,Gold,1,1,0.2,3.7,0.3526,Medium,Monitor + include in nurture campaign,0
CUST00576,2025-12-09,45,Female,South,Paid Ads,22,0.7,22.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,2,6,0.18,4.5,0.0047,Low,Standard engagement / newsletter,0
CUST00577,2024-04-14,46,Female,West,Paid Ads,626,20.9,12.0,23.0,1323.38,57.54,14.0,Champions,Platinum,0,3,0.43,4.1,0.0038,Low,Upsell / referral program invite,0
CUST00578,2025-12-09,33,Male,South,Paid Ads,22,0.7,22.0,0.0,0.0,0.0,1.0,Hibernating,Bronze,1,4,0.3,4.0,0.0033,Low,Standard engagement / newsletter,0
CUST00579,2025-05-20,40,Male,East,Organic Search,225,7.5,37.0,7.0,455.9500000000001,65.14,10.0,Loyal Customers,Gold,1,7,0.48,3.2,0.0501,Low,Standard engagement / newsletter,0
CUST00580,2024-10-15,49,Other,Central,Email Campaign,442,14.7,52.0,11.0,476.96,43.36,10.0,At Risk,Gold,2,7,0.51,5.0,0.046,Low,Standard engagement / newsletter,0
CUST00581,2024-01-03,19,Male,East,Email Campaign,728,24.3,126.0,10.0,444.95,44.5,9.0,At Risk,Gold,0,2,0.37,3.8,0.8116,High,Send targeted discount / re-engagement email,1
CUST00582,2024-03-06,53,Male,Central,Social Media,665,22.2,57.0,7.0,328.77,46.97,8.0,At Risk,Gold,0,3,0.28,3.9,0.4493,Medium,Monitor + include in nurture campaign,0
CUST00583,2024-12-02,31,Male,South,Paid Ads,394,13.1,43.0,7.0,301.75,43.11,8.0,At Risk,Gold,0,2,0.28,3.6,0.0802,Low,Standard engagement / newsletter,0
CUST00584,2025-01-28,40,Other,Central,Paid Ads,337,11.2,179.0,3.0,139.53,46.51,5.0,Hibernating,Silver,3,4,0.21,2.9,0.9495,High,Send targeted discount / re-engagement email,1
CUST00585,2025-02-26,50,Other,West,Organic Search,308,10.3,5.0,4.0,195.81,48.95,9.0,New Customers,Silver,0,3,0.1,3.5,0.1377,Low,Standard engagement / newsletter,0
CUST00586,2025-07-31,45,Female,East,Paid Ads,153,5.1,33.0,6.0,312.32,52.05,9.0,Loyal Customers,Gold,0,3,0.6,3.2,0.0581,Low,Standard engagement / newsletter,0
