transaction_id,customer_id,transaction_date,amount,category,discount_used
TXN0001617,CUST00196,2025-09-26,53.06,Electronics,1
TXN0001618,CUST00196,2025-01-31,51.47,Fashion,0
TXN0001619,CUST00196,2025-03-12,89.24,Electronics,0
TXN0001620,CUST00196,2025-03-23,60.58,Books,0
TXN0001621,CUST00196,2025-11-23,23.38,Books,0
TXN0001622,CUST00196,2025-09-04,164.61,Sports,1
TXN0001623,CUST00196,2025-10-13,45.2,Home & Kitchen,1
TXN0001624,CUST00196,2025-01-14,93.57,Beauty,0
TXN0001625,CUST00196,2025-07-06,96.98,Books,0
TXN0001626,CUST00196,2025-08-28,184.73,Beauty,0
TXN0001627,CUST00196,2025-03-23,50.4,Books,0
TXN0001628,CUST00197,2025-07-01,42.14,Fashion,1
TXN0001629,CUST00197,2025-12-07,36.06,Fashion,0
TXN0001630,CUST00197,2025-08-06,24.11,Fashion,0
TXN0001631,CUST00197,2025-12-28,19.66,Books,0
TXN0001632,CUST00198,2024-11-18,19.27,Home & Kitchen,0
TXN0001633,CUST00198,2025-04-16,39.37,Sports,0
TXN0001634,CUST00198,2024-10-25,57.4,Beauty,1
TXN0001635,CUST00198,2025-10-17,46.7,Beauty,1
TXN0001636,CUST00198,2025-07-21,56.5,Fashion,1
TXN0001637,CUST00198,2025-09-17,47.39,Fashion,1
TXN0001638,CUST00198,2025-09-07,75.8,Sports,1
TXN0001639,CUST00198,2025-07-28,49.31,Books,0
TXN0001640,CUST00198,2025-11-30,13.75,Electronics,1
TXN0001641,CUST00199,2025-11-05,61.31,Sports,0
TXN0001642,CUST00199,2025-07-19,63.88,Fashion,1
TXN0001643,CUST00199,2025-02-20,42.05,Books,0
TXN0001644,CUST00199,2025-02-23,44.66,Beauty,0
TXN0001645,CUST00199,2025-08-24,89.46,Sports,0
TXN0001646,CUST00200,2025-05-02,85.74,Electronics,1
TXN0001647,CUST00200,2025-05-08,24.07,Books,0
TXN0001648,CUST00200,2025-11-30,173.79,Home & Kitchen,0
TXN0001649,CUST00200,2025-08-09,80.97,Home & Kitchen,0
TXN0001650,CUST00200,2025-03-23,128.27,Beauty,0
TXN0001651,CUST00200,2024-11-15,34.26,Electronics,0
TXN0001652,CUST00200,2024-07-16,46.17,Sports,1
TXN0001653,CUST00200,2025-02-20,110.31,Fashion,1
TXN0001654,CUST00200,2025-10-21,58.53,Fashion,0
TXN0001655,CUST00200,2024-12-04,25.21,Electronics,0
TXN0001656,CUST00200,2025-07-22,38.34,Sports,1
TXN0001657,CUST00200,2024-11-15,97.31,Electronics,1
TXN0001658,CUST00200,2025-04-16,74.82,Sports,0
TXN0001659,CUST00200,2025-10-06,54.23,Home & Kitchen,0
TXN0001660,CUST00200,2025-11-07,52.38,Sports,0
TXN0001661,CUST00200,2024-12-25,63.76,Sports,1
TXN0001662,CUST00200,2024-08-25,99.19,Fashion,0
TXN0001663,CUST00200,2024-05-31,48.99,Beauty,0
TXN0001664,CUST00200,2025-08-07,13.02,Books,1
TXN0001665,CUST00200,2025-10-31,39.07,Books,0
TXN0001666,CUST00200,2024-05-07,109.56,Fashion,1
TXN0001667,CUST00200,2025-05-14,59.29,Home & Kitchen,1
TXN0001668,CUST00200,2024-06-20,43.88,Electronics,0
TXN0001669,CUST00200,2025-02-04,23.16,Fashion,0
TXN0001670,CUST00200,2025-08-19,61.64,Electronics,0
TXN0001671,CUST00200,2024-11-27,21.4,Fashion,0
TXN0001672,CUST00200,2025-03-09,142.22,Books,0
TXN0001673,CUST00200,2024-09-13,59.84,Beauty,0
TXN0001674,CUST00200,2024-11-08,26.31,Beauty,0
TXN0001675,CUST00200,2024-11-23,78.09,Fashion,0
TXN0001676,CUST00201,2024-10-29,59.01,Fashion,0
TXN0001677,CUST00201,2024-12-29,34.75,Books,0
TXN0001678,CUST00201,2025-06-03,46.49,Electronics,0
TXN0001679,CUST00201,2024-07-23,29.83,Electronics,1
TXN0001680,CUST00201,2025-08-11,19.85,Books,0
TXN0001681,CUST00201,2025-09-30,38.44,Home & Kitchen,0
TXN0001682,CUST00201,2025-12-22,21.61,Home & Kitchen,0
TXN0001683,CUST00201,2024-05-18,50.07,Fashion,0
TXN0001684,CUST00201,2025-08-16,59.07,Beauty,1
TXN0001685,CUST00201,2025-12-27,20.15,Home & Kitchen,0
TXN0001686,CUST00201,2025-02-15,38.34,Home & Kitchen,1
TXN0001687,CUST00201,2025-10-01,42.04,Sports,0
TXN0001688,CUST00201,2025-03-05,28.03,Beauty,0
TXN0001689,CUST00201,2025-06-27,108.87,Electronics,1
TXN0001690,CUST00201,2024-09-24,97.51,Electronics,1
TXN0001691,CUST00202,2025-11-25,43.39,Books,1
TXN0001692,CUST00202,2025-12-08,88.06,Electronics,0
TXN0001693,CUST00202,2025-10-17,32.68,Sports,0
TXN0001694,CUST00202,2025-11-23,142.82,Fashion,0
TXN0001695,CUST00202,2025-12-09,69.82,Fashion,1
TXN0001696,CUST00202,2025-11-21,69.78,Electronics,0
TXN0001697,CUST00203,2025-06-23,126.19,Beauty,0
TXN0001698,CUST00203,2025-09-07,80.32,Sports,0
TXN0001699,CUST00203,2025-02-20,83.92,Electronics,0
TXN0001700,CUST00203,2025-07-21,27.19,Electronics,1
TXN0001701,CUST00203,2025-02-10,146.01,Fashion,0
TXN0001702,CUST00203,2025-01-15,86.81,Books,1
TXN0001703,CUST00203,2025-07-11,39.97,Beauty,1
TXN0001704,CUST00203,2025-02-11,44.04,Sports,1
TXN0001705,CUST00203,2025-12-14,82.07,Sports,1
TXN0001706,CUST00203,2025-03-12,86.12,Home & Kitchen,0
TXN0001707,CUST00203,2025-02-18,113.62,Beauty,0
TXN0001708,CUST00203,2025-08-23,200.74,Fashion,0
TXN0001709,CUST00203,2025-07-18,126.17,Books,0
TXN0001710,CUST00203,2025-01-22,42.45,Books,0
TXN0001711,CUST00203,2025-07-14,57.91,Home & Kitchen,1
TXN0001712,CUST00204,2025-03-09,36.43,Fashion,0
TXN0001713,CUST00204,2025-11-22,71.43,Electronics,0
TXN0001714,CUST00204,2025-05-28,82.49,Home & Kitchen,0
TXN0001715,CUST00204,2024-11-02,33.5,Fashion,1
TXN0001716,CUST00204,2025-03-15,71.08,Electronics,0
TXN0001717,CUST00204,2024-11-25,103.92,Fashion,0
TXN0001718,CUST00204,2025-06-11,38.21,Books,0
TXN0001719,CUST00204,2025-04-21,41.38,Beauty,0
TXN0001720,CUST00204,2025-07-07,107.69,Fashion,0
TXN0001721,CUST00204,2025-11-27,69.52,Beauty,0
TXN0001722,CUST00204,2025-12-22,139.68,Fashion,1
TXN0001723,CUST00204,2025-02-01,3.83,Electronics,0
TXN0001724,CUST00204,2025-10-28,70.69,Beauty,1
TXN0001725,CUST00204,2025-09-04,108.17,Sports,0
TXN0001726,CUST00204,2025-11-27,11.34,Beauty,0
TXN0001727,CUST00204,2025-01-08,39.57,Electronics,0
TXN0001728,CUST00204,2024-12-28,142.21,Beauty,1
TXN0001729,CUST00204,2025-12-04,41.33,Fashion,0
TXN0001730,CUST00204,2025-06-14,100.46,Fashion,1
TXN0001731,CUST00204,2025-01-28,43.99,Sports,0
TXN0001732,CUST00204,2025-01-21,24.23,Beauty,0
TXN0001733,CUST00204,2024-10-12,182.36,Fashion,0
TXN0001734,CUST00204,2024-10-05,29.0,Beauty,0
TXN0001735,CUST00204,2025-05-22,32.49,Home & Kitchen,0
TXN0001736,CUST00204,2025-10-03,115.37,Fashion,0
TXN0001737,CUST00204,2025-08-18,4.91,Beauty,0
TXN0001738,CUST00204,2025-09-13,45.08,Books,0
TXN0001739,CUST00204,2025-01-17,31.13,Fashion,1
TXN0001740,CUST00205,2025-11-29,71.21,Books,0
TXN0001741,CUST00205,2025-12-03,80.94,Home & Kitchen,0
TXN0001742,CUST00205,2025-12-14,98.94,Home & Kitchen,0
TXN0001743,CUST00206,2025-10-07,74.28,Fashion,0
TXN0001744,CUST00206,2025-08-01,49.66,Home & Kitchen,1
TXN0001745,CUST00206,2025-11-01,24.73,Fashion,0
TXN0001746,CUST00206,2025-12-12,45.17,Electronics,0
TXN0001747,CUST00206,2025-07-31,85.02,Books,0
TXN0001748,CUST00206,2025-05-02,50.29,Sports,1
TXN0001749,CUST00206,2025-05-02,170.73,Electronics,0
TXN0001750,CUST00206,2025-05-24,61.7,Home & Kitchen,0
TXN0001751,CUST00206,2025-05-03,58.02,Fashion,1
TXN0001752,CUST00206,2025-11-10,79.82,Electronics,0
TXN0001753,CUST00206,2025-06-19,3.44,Beauty,1
TXN0001754,CUST00206,2025-09-18,33.28,Beauty,0
TXN0001755,CUST00206,2025-10-22,52.92,Beauty,1
TXN0001756,CUST00206,2025-12-06,65.04,Fashion,0
TXN0001757,CUST00206,2025-12-14,99.17,Home & Kitchen,0
TXN0001758,CUST00207,2025-07-14,9.66,Fashion,1
TXN0001759,CUST00208,2024-07-31,61.8,Home & Kitchen,0
TXN0001760,CUST00208,2025-01-29,9.97,Sports,0
TXN0001761,CUST00208,2025-08-23,30.74,Fashion,0
TXN0001762,CUST00208,2025-07-13,13.02,Books,1
TXN0001763,CUST00208,2025-10-18,91.15,Sports,0
TXN0001764,CUST00208,2025-08-18,9.68,Fashion,0
TXN0001765,CUST00208,2025-12-30,24.6,Sports,0
TXN0001766,CUST00209,2025-06-22,17.16,Sports,1
TXN0001767,CUST00209,2025-02-13,54.6,Fashion,1
TXN0001768,CUST00209,2025-04-04,40.12,Electronics,1
TXN0001769,CUST00209,2025-08-09,110.4,Beauty,1
TXN0001770,CUST00209,2025-07-02,33.67,Sports,0
TXN0001771,CUST00209,2025-01-08,17.27,Beauty,0
TXN0001772,CUST00210,2025-10-15,36.07,Fashion,0
TXN0001773,CUST00210,2025-05-20,67.22,Sports,0
TXN0001774,CUST00210,2025-05-03,61.55,Beauty,1
TXN0001775,CUST00210,2025-08-04,76.47,Beauty,0
TXN0001776,CUST00210,2025-09-27,96.58,Home & Kitchen,1
TXN0001777,CUST00210,2025-04-02,44.37,Electronics,0
TXN0001778,CUST00210,2025-09-17,9.5,Books,1
TXN0001779,CUST00210,2025-03-15,54.59,Beauty,0
TXN0001780,CUST00210,2025-11-02,43.24,Books,0
TXN0001781,CUST00210,2025-08-12,9.05,Fashion,0
TXN0001782,CUST00210,2025-09-13,89.37,Fashion,0
TXN0001783,CUST00211,2025-09-15,113.99,Home & Kitchen,0
TXN0001784,CUST00211,2025-02-15,38.12,Beauty,0
TXN0001785,CUST00211,2025-08-29,41.4,Sports,1
TXN0001786,CUST00211,2025-12-09,66.22,Fashion,1
TXN0001787,CUST00211,2025-07-29,18.55,Sports,0
TXN0001788,CUST00211,2025-03-06,112.9,Fashion,0
TXN0001789,CUST00211,2025-03-20,23.86,Sports,0
TXN0001790,CUST00211,2025-10-29,56.34,Electronics,0
TXN0001791,CUST00212,2024-12-25,20.13,Beauty,0
TXN0001792,CUST00212,2025-02-28,37.52,Electronics,0
TXN0001793,CUST00212,2025-07-21,25.37,Electronics,1
TXN0001794,CUST00212,2024-02-11,56.9,Beauty,1
TXN0001795,CUST00212,2024-03-16,29.59,Books,0
TXN0001796,CUST00212,2024-03-01,137.16,Sports,0
TXN0001797,CUST00212,2025-04-25,48.8,Electronics,1
TXN0001798,CUST00212,2024-09-30,32.11,Beauty,0
TXN0001799,CUST00213,2025-06-29,56.09,Sports,1
TXN0001800,CUST00213,2024-12-26,83.15,Beauty,0
TXN0001801,CUST00213,2025-06-26,75.19,Beauty,1
TXN0001802,CUST00213,2024-08-16,135.09,Books,0
TXN0001803,CUST00213,2024-09-14,49.3,Electronics,0
TXN0001804,CUST00213,2025-03-06,37.12,Beauty,0
TXN0001805,CUST00213,2024-05-04,2.82,Beauty,0
TXN0001806,CUST00213,2025-08-16,27.44,Fashion,1
TXN0001807,CUST00213,2024-10-28,86.64,Electronics,0
TXN0001808,CUST00213,2024-05-24,50.33,Sports,0
TXN0001809,CUST00213,2024-12-29,109.2,Electronics,0
TXN0001810,CUST00213,2025-03-20,24.84,Books,0
TXN0001811,CUST00214,2025-08-23,27.87,Books,1
TXN0001812,CUST00214,2025-11-01,50.31,Beauty,0
TXN0001813,CUST00214,2025-09-02,79.17,Fashion,1
TXN0001814,CUST00214,2025-05-16,34.22,Fashion,1
TXN0001815,CUST00214,2025-12-29,16.73,Home & Kitchen,0
TXN0001816,CUST00214,2025-05-04,37.02,Home & Kitchen,1
TXN0001817,CUST00214,2025-06-08,25.2,Fashion,1
TXN0001818,CUST00215,2025-06-17,12.71,Books,1
TXN0001819,CUST00215,2025-08-09,113.82,Electronics,1
TXN0001820,CUST00216,2025-12-15,75.82,Electronics,0
TXN0001821,CUST00219,2025-06-18,40.87,Beauty,0
TXN0001822,CUST00219,2025-08-17,40.08,Books,0
TXN0001823,CUST00219,2025-10-17,130.05,Home & Kitchen,1
TXN0001824,CUST00219,2025-12-17,151.06,Fashion,0
TXN0001825,CUST00219,2025-12-07,8.85,Books,1
TXN0001826,CUST00219,2025-08-14,84.27,Beauty,0
TXN0001827,CUST00219,2025-11-15,101.87,Sports,0
TXN0001828,CUST00219,2025-10-12,19.87,Books,0
TXN0001829,CUST00219,2025-06-18,57.89,Sports,1
TXN0001830,CUST00219,2025-11-29,35.2,Electronics,0
TXN0001831,CUST00219,2025-11-26,83.56,Beauty,0
TXN0001832,CUST00219,2025-11-09,131.84,Beauty,0
TXN0001833,CUST00219,2025-12-08,79.98,Fashion,0
TXN0001834,CUST00219,2025-10-16,39.33,Books,0
TXN0001835,CUST00219,2025-10-28,61.69,Beauty,1
TXN0001836,CUST00220,2025-09-16,97.74,Fashion,0
TXN0001837,CUST00220,2025-08-18,84.48,Home & Kitchen,0
TXN0001838,CUST00220,2025-10-03,91.26,Books,1
TXN0001839,CUST00220,2025-10-21,71.53,Beauty,0
TXN0001840,CUST00221,2024-05-24,43.73,Books,0
TXN0001841,CUST00221,2024-08-17,88.68,Books,0
TXN0001842,CUST00221,2025-02-18,51.34,Electronics,1
TXN0001843,CUST00221,2025-09-17,39.01,Books,1
TXN0001844,CUST00221,2024-11-08,53.16,Electronics,0
TXN0001845,CUST00221,2025-02-05,63.61,Beauty,0
TXN0001846,CUST00221,2025-09-14,79.56,Books,0
TXN0001847,CUST00221,2024-12-04,32.26,Home & Kitchen,0
TXN0001848,CUST00221,2025-06-19,23.41,Sports,0
TXN0001849,CUST00221,2025-11-19,59.69,Electronics,1
TXN0001850,CUST00221,2024-10-16,21.41,Home & Kitchen,0
TXN0001851,CUST00221,2025-10-19,22.23,Beauty,0
TXN0001852,CUST00222,2025-04-28,19.95,Home & Kitchen,1
TXN0001853,CUST00222,2025-07-25,60.31,Books,0
TXN0001854,CUST00222,2025-11-11,64.29,Sports,0
TXN0001855,CUST00222,2025-09-21,13.68,Sports,0
TXN0001856,CUST00223,2025-11-26,49.52,Sports,0
TXN0001857,CUST00224,2025-02-12,20.19,Fashion,0
TXN0001858,CUST00224,2025-06-11,17.46,Books,1
TXN0001859,CUST00224,2024-09-30,48.12,Electronics,0
TXN0001860,CUST00224,2024-12-08,35.52,Sports,1
TXN0001861,CUST00224,2025-07-15,89.59,Home & Kitchen,0
TXN0001862,CUST00224,2025-08-31,65.94,Books,0
TXN0001863,CUST00224,2024-10-28,98.57,Electronics,0
TXN0001864,CUST00224,2025-12-09,60.84,Sports,0
TXN0001865,CUST00224,2025-08-23,20.59,Books,1
TXN0001866,CUST00225,2025-01-23,47.56,Home & Kitchen,0
TXN0001867,CUST00225,2025-02-25,133.05,Electronics,1
TXN0001868,CUST00225,2025-02-25,23.76,Electronics,0
TXN0001869,CUST00225,2025-10-11,103.09,Beauty,0
TXN0001870,CUST00225,2025-04-03,32.7,Home & Kitchen,1
TXN0001871,CUST00225,2025-08-09,26.35,Beauty,0
TXN0001872,CUST00225,2024-08-27,31.52,Sports,0
TXN0001873,CUST00225,2025-12-25,7.8,Electronics,1
TXN0001874,CUST00225,2025-05-03,56.95,Home & Kitchen,0
TXN0001875,CUST00225,2025-04-22,38.26,Home & Kitchen,0
TXN0001876,CUST00225,2025-11-14,41.08,Fashion,0
TXN0001877,CUST00225,2025-07-04,36.53,Books,0
TXN0001878,CUST00225,2025-03-02,42.24,Sports,1
TXN0001879,CUST00225,2025-07-12,45.39,Books,0
TXN0001880,CUST00225,2024-08-09,46.84,Electronics,0
TXN0001881,CUST00225,2024-08-30,101.43,Sports,1
TXN0001882,CUST00226,2025-12-10,30.32,Books,0
TXN0001883,CUST00226,2025-10-23,26.99,Fashion,0
TXN0001884,CUST00226,2025-12-18,84.05,Fashion,0
TXN0001885,CUST00226,2025-11-18,53.73,Home & Kitchen,0
TXN0001886,CUST00226,2025-12-10,18.98,Fashion,0
TXN0001887,CUST00227,2025-09-01,35.91,Sports,1
TXN0001888,CUST00227,2025-09-03,38.57,Electronics,1
TXN0001889,CUST00227,2025-10-03,31.62,Books,0
TXN0001890,CUST00227,2025-12-19,97.02,Beauty,0
TXN0001891,CUST00228,2025-11-13,79.19,Books,0
TXN0001892,CUST00228,2025-11-27,14.24,Sports,1
TXN0001893,CUST00228,2025-12-11,17.14,Books,0
TXN0001894,CUST00228,2025-12-02,56.06,Fashion,1
TXN0001895,CUST00228,2025-12-07,32.94,Books,0
TXN0001896,CUST00228,2025-11-29,53.22,Fashion,1
TXN0001897,CUST00229,2024-09-03,96.08,Home & Kitchen,1
TXN0001898,CUST00229,2024-12-19,21.85,Home & Kitchen,1
TXN0001899,CUST00229,2024-12-21,65.94,Home & Kitchen,0
TXN0001900,CUST00229,2024-10-15,5.62,Sports,1
TXN0001901,CUST00229,2025-05-18,36.07,Books,0
TXN0001902,CUST00229,2024-09-18,92.64,Beauty,1
TXN0001903,CUST00230,2025-01-09,70.1,Home & Kitchen,1
TXN0001904,CUST00230,2025-10-16,48.62,Electronics,0
TXN0001905,CUST00230,2025-07-16,36.1,Electronics,0
TXN0001906,CUST00230,2025-07-12,53.26,Home & Kitchen,0
TXN0001907,CUST00230,2025-04-24,63.31,Home & Kitchen,0
TXN0001908,CUST00230,2025-01-18,33.13,Beauty,0
TXN0001909,CUST00230,2025-08-06,14.78,Beauty,0
TXN0001910,CUST00231,2025-12-05,89.04,Sports,0
TXN0001911,CUST00232,2025-09-12,28.63,Sports,0
TXN0001912,CUST00232,2025-07-19,73.87,Electronics,0
TXN0001913,CUST00232,2025-09-18,71.27,Beauty,0
TXN0001914,CUST00233,2025-06-24,145.0,Books,0
TXN0001915,CUST00233,2025-07-08,38.73,Sports,0
TXN0001916,CUST00233,2025-02-22,125.45,Books,0
TXN0001917,CUST00233,2025-11-30,56.12,Sports,0
TXN0001918,CUST00233,2025-05-01,50.93,Home & Kitchen,0
TXN0001919,CUST00233,2025-03-19,41.95,Beauty,0
TXN0001920,CUST00233,2025-08-25,18.88,Sports,0
TXN0001921,CUST00233,2025-04-18,75.77,Home & Kitchen,1
TXN0001922,CUST00233,2025-09-05,71.63,Books,1
TXN0001923,CUST00233,2025-03-06,91.81,Books,0
TXN0001924,CUST00233,2025-06-12,35.13,Electronics,0
TXN0001925,CUST00233,2025-05-26,171.41,Fashion,1
TXN0001926,CUST00233,2025-07-04,85.82,Beauty,0
TXN0001927,CUST00233,2025-06-03,44.26,Electronics,0
TXN0001928,CUST00233,2025-03-14,15.9,Electronics,0
TXN0001929,CUST00233,2025-06-26,60.57,Beauty,0
TXN0001930,CUST00233,2025-11-01,51.96,Fashion,0
TXN0001931,CUST00233,2025-08-22,79.95,Home & Kitchen,0
TXN0001932,CUST00233,2025-09-15,75.33,Electronics,0
TXN0001933,CUST00234,2025-09-08,52.71,Electronics,0
TXN0001934,CUST00234,2025-09-06,52.97,Fashion,0
TXN0001935,CUST00234,2025-08-16,39.64,Home & Kitchen,0
TXN0001936,CUST00234,2025-12-15,71.88,Electronics,0
TXN0001937,CUST00235,2025-10-15,62.12,Books,0
TXN0001938,CUST00235,2025-09-05,55.46,Fashion,1
TXN0001939,CUST00235,2025-10-17,73.87,Beauty,0
TXN0001940,CUST00235,2025-08-26,64.0,Fashion,0
TXN0001941,CUST00235,2025-08-25,71.56,Fashion,1
TXN0001942,CUST00235,2025-12-13,25.05,Sports,0
TXN0001943,CUST00235,2025-10-27,27.58,Books,1
TXN0001944,CUST00236,2024-08-31,40.88,Electronics,0
TXN0001945,CUST00236,2025-07-27,29.04,Home & Kitchen,0
TXN0001946,CUST00237,2025-11-28,14.73,Beauty,0
TXN0001947,CUST00237,2025-12-06,68.95,Books,0
TXN0001948,CUST00237,2025-08-01,28.73,Sports,0
TXN0001949,CUST00237,2025-06-18,26.59,Fashion,0
TXN0001950,CUST00238,2025-11-03,13.23,Beauty,1
TXN0001951,CUST00238,2025-10-14,27.69,Home & Kitchen,1
TXN0001952,CUST00238,2025-04-07,34.61,Beauty,0
TXN0001953,CUST00238,2025-11-12,39.78,Beauty,0
TXN0001954,CUST00238,2025-01-27,62.07,Books,0
TXN0001955,CUST00239,2025-11-01,39.0,Books,0
TXN0001956,CUST00239,2025-06-13,36.46,Electronics,0
TXN0001957,CUST00239,2025-07-27,31.58,Home & Kitchen,1
TXN0001958,CUST00239,2025-12-05,38.84,Fashion,0
TXN0001959,CUST00239,2025-09-29,28.61,Electronics,0
TXN0001960,CUST00239,2025-05-18,50.58,Electronics,0
TXN0001961,CUST00239,2025-01-05,30.56,Fashion,0
TXN0001962,CUST00239,2025-05-22,6.53,Sports,1
TXN0001963,CUST00241,2025-09-26,53.36,Books,0
TXN0001964,CUST00241,2025-11-08,49.41,Home & Kitchen,1
TXN0001965,CUST00241,2025-11-26,50.06,Beauty,0
TXN0001966,CUST00241,2025-05-31,71.13,Sports,0
TXN0001967,CUST00241,2025-12-19,150.36,Home & Kitchen,1
TXN0001968,CUST00241,2025-02-16,150.85,Books,1
TXN0001969,CUST00241,2025-02-15,86.37,Books,0
TXN0001970,CUST00241,2025-02-23,38.86,Home & Kitchen,0
TXN0001971,CUST00241,2025-02-28,60.71,Beauty,0
TXN0001972,CUST00241,2025-12-27,71.18,Sports,1
TXN0001973,CUST00241,2025-12-28,22.09,Books,0
TXN0001974,CUST00241,2025-09-24,56.99,Books,0
TXN0001975,CUST00241,2025-09-26,32.3,Sports,0
TXN0001976,CUST00241,2025-11-21,21.77,Sports,0
TXN0001977,CUST00241,2025-10-12,55.03,Beauty,0
TXN0001978,CUST00241,2025-10-31,15.87,Beauty,1
TXN0001979,CUST00241,2025-02-25,131.73,Home & Kitchen,0
TXN0001980,CUST00241,2025-09-06,139.66,Sports,0
TXN0001981,CUST00241,2025-09-01,78.17,Fashion,1
TXN0001982,CUST00241,2025-10-15,48.33,Home & Kitchen,0
TXN0001983,CUST00241,2025-03-24,60.32,Fashion,0
TXN0001984,CUST00241,2025-09-22,83.63,Home & Kitchen,1
TXN0001985,CUST00242,2025-12-04,18.67,Fashion,0
TXN0001986,CUST00242,2025-10-01,90.56,Beauty,1
TXN0001987,CUST00242,2025-11-18,83.22,Home & Kitchen,0
TXN0001988,CUST00243,2025-12-26,52.63,Home & Kitchen,0
TXN0001989,CUST00243,2025-12-25,67.03,Electronics,0
TXN0001990,CUST00244,2024-07-23,15.04,Fashion,1
TXN0001991,CUST00244,2025-09-13,29.06,Home & Kitchen,1
TXN0001992,CUST00244,2024-11-14,20.44,Home & Kitchen,0
TXN0001993,CUST00244,2024-09-10,24.44,Beauty,0
TXN0001994,CUST00244,2025-03-11,34.49,Fashion,0
TXN0001995,CUST00244,2025-07-25,66.59,Sports,1
TXN0001996,CUST00245,2025-07-23,110.91,Fashion,0
TXN0001997,CUST00246,2025-12-25,27.83,Books,0
TXN0001998,CUST00247,2025-10-18,49.47,Sports,0
TXN0001999,CUST00247,2025-04-04,61.02,Home & Kitchen,0
TXN0002000,CUST00247,2024-05-02,28.74,Fashion,0
TXN0002001,CUST00247,2025-04-20,31.76,Fashion,0
TXN0002002,CUST00247,2025-09-14,57.59,Books,0
TXN0002003,CUST00247,2024-04-21,47.56,Books,1
TXN0002004,CUST00247,2025-11-23,17.0,Books,0
TXN0002005,CUST00247,2025-09-28,145.54,Fashion,0
TXN0002006,CUST00247,2024-09-18,61.5,Fashion,1
TXN0002007,CUST00247,2025-05-30,27.61,Fashion,0
TXN0002008,CUST00247,2024-04-18,53.6,Electronics,0
TXN0002009,CUST00247,2025-06-25,68.6,Electronics,0
TXN0002010,CUST00247,2025-07-30,71.7,Home & Kitchen,1
TXN0002011,CUST00247,2025-12-27,72.55,Sports,1
TXN0002012,CUST00247,2024-09-24,22.65,Fashion,0
TXN0002013,CUST00247,2025-02-07,95.79,Beauty,0
TXN0002014,CUST00247,2025-05-14,60.74,Home & Kitchen,1
TXN0002015,CUST00247,2025-09-30,30.64,Home & Kitchen,0
TXN0002016,CUST00248,2025-11-17,20.94,Fashion,0
TXN0002017,CUST00248,2024-11-24,70.34,Fashion,0
TXN0002018,CUST00248,2025-09-02,140.74,Sports,0
TXN0002019,CUST00249,2025-03-03,63.34,Books,0
TXN0002020,CUST00249,2024-09-13,32.43,Electronics,0
TXN0002021,CUST00249,2024-09-16,48.7,Books,1
TXN0002022,CUST00249,2025-03-27,71.3,Home & Kitchen,1
TXN0002023,CUST00249,2025-06-15,86.06,Home & Kitchen,0
TXN0002024,CUST00249,2025-07-26,41.74,Fashion,0
TXN0002025,CUST00249,2025-08-21,70.1,Home & Kitchen,0
TXN0002026,CUST00249,2024-12-05,90.3,Beauty,0
TXN0002027,CUST00249,2025-07-02,105.61,Sports,0
TXN0002028,CUST00249,2024-11-19,40.11,Fashion,1
TXN0002029,CUST00249,2025-06-26,31.1,Sports,1
TXN0002030,CUST00249,2024-12-28,42.19,Home & Kitchen,0
TXN0002031,CUST00249,2025-11-15,186.46,Electronics,0
TXN0002032,CUST00249,2025-03-01,63.81,Electronics,0
TXN0002033,CUST00249,2025-06-11,37.03,Beauty,0
TXN0002034,CUST00249,2025-06-29,46.4,Beauty,0
TXN0002035,CUST00249,2024-12-20,62.8,Fashion,1
TXN0002036,CUST00249,2024-12-20,22.73,Beauty,1
TXN0002037,CUST00249,2025-11-16,55.4,Home & Kitchen,0
TXN0002038,CUST00249,2025-08-07,74.21,Fashion,0
TXN0002039,CUST00249,2025-07-03,70.25,Electronics,1
TXN0002040,CUST00249,2025-02-08,66.85,Books,0
TXN0002041,CUST00249,2025-02-28,99.67,Sports,0
TXN0002042,CUST00249,2025-02-16,100.5,Sports,0
TXN0002043,CUST00251,2025-02-22,69.51,Home & Kitchen,0
TXN0002044,CUST00251,2025-03-08,36.41,Books,0
TXN0002045,CUST00251,2025-03-28,51.74,Books,0
TXN0002046,CUST00251,2025-03-23,31.91,Home & Kitchen,0
TXN0002047,CUST00251,2024-11-13,12.93,Beauty,0
TXN0002048,CUST00251,2025-05-13,87.22,Home & Kitchen,0
TXN0002049,CUST00251,2025-07-24,49.39,Sports,0
TXN0002050,CUST00251,2024-12-30,81.16,Books,0
TXN0002051,CUST00251,2025-04-22,15.61,Fashion,1
TXN0002052,CUST00251,2024-09-21,51.17,Sports,0
TXN0002053,CUST00252,2025-08-16,67.16,Books,0
TXN0002054,CUST00252,2025-09-03,133.09,Beauty,0
TXN0002055,CUST00252,2025-05-14,55.13,Home & Kitchen,0
TXN0002056,CUST00252,2025-09-04,32.01,Books,0
TXN0002057,CUST00252,2025-08-26,75.12,Electronics,0
TXN0002058,CUST00252,2025-04-23,16.65,Books,0
TXN0002059,CUST00252,2024-12-20,31.88,Beauty,1
TXN0002060,CUST00252,2025-11-02,42.71,Electronics,0
TXN0002061,CUST00252,2024-11-20,76.86,Fashion,0
TXN0002062,CUST00252,2025-12-26,90.2,Books,0
TXN0002063,CUST00252,2024-11-29,75.19,Sports,0
TXN0002064,CUST00252,2025-08-27,19.33,Electronics,0
