customer_id,signup_date,age,gender,region,acquisition_channel
CUST00536,2025-07-03,18,Female,East,Paid Ads
CUST00537,2025-10-30,29,Male,North,Paid Ads
CUST00538,2024-11-02,50,Female,South,Paid Ads
CUST00539,2025-08-11,63,Other,South,Organic Search
CUST00540,2025-09-18,30,Male,West,Social Media
CUST00541,2025-03-05,38,Other,Central,Social Media
CUST00542,2025-05-31,28,Other,Central,Email Campaign
CUST00543,2025-04-21,33,Female,East,Paid Ads
CUST00544,2024-01-09,40,Female,North,Social Media
CUST00545,2025-11-17,21,Female,East,Referral
CUST00546,2025-06-26,26,Other,North,Referral
CUST00547,2024-05-09,52,Other,North,Referral
CUST00548,2024-01-15,46,Female,West,Organic Search
CUST00549,2025-11-08,49,Male,East,Referral
CUST00550,2024-09-24,28,Male,North,Email Campaign
CUST00551,2024-03-25,53,Other,Central,Social Media
CUST00552,2025-01-06,44,Female,Central,Email Campaign
CUST00553,2025-11-08,30,Other,North,Social Media
CUST00554,2025-11-25,49,Other,South,Referral
CUST00555,2025-06-07,44,Other,West,Email Campaign
CUST00556,2024-08-24,50,Male,North,Social Media
CUST00557,2024-06-06,25,Male,East,Organic Search
CUST00558,2025-03-05,18,Other,South,Organic Search
CUST00559,2025-12-16,35,Male,West,Social Media
CUST00560,2025-03-28,34,Other,Central,Email Campaign
CUST00561,2025-07-25,35,Male,East,Referral
CUST00562,2024-11-18,41,Female,West,Social Media
CUST00563,2025-05-24,45,Female,Central,Organic Search
CUST00564,2025-01-16,52,Other,East,Organic Search
CUST00565,2025-11-05,42,Female,North,Email Campaign
CUST00566,2024-05-29,30,Other,West,Referral
CUST00567,2025-08-11,41,Female,Central,Paid Ads
CUST00568,2024-12-21,58,Female,North,Email Campaign
CUST00569,2025-01-30,47,Other,South,Referral
CUST00570,2025-06-16,42,Female,West,Paid Ads
CUST00571,2024-11-19,35,Other,North,Referral
CUST00572,2024-05-22,27,Other,West,Referral
CUST00573,2025-05-28,23,Male,Central,Organic Search
CUST00574,2025-07-02,43,Other,West,Email Campaign
CUST00575,2024-01-04,28,Female,North,Referral
CUST00576,2025-12-09,45,Female,South,Paid Ads
CUST00577,2024-04-14,46,Female,West,Paid Ads
CUST00578,2025-12-09,33,Male,South,Paid Ads
CUST00579,2025-05-20,40,Male,East,Organic Search
CUST00580,2024-10-15,49,Other,Central,Email Campaign
CUST00581,2024-01-03,19,Male,East,Email Campaign
CUST00582,2024-03-06,53,Male,Central,Social Media
CUST00583,2024-12-02,31,Male,South,Paid Ads
CUST00584,2025-01-28,40,Other,Central,Paid Ads
CUST00585,2025-02-26,50,Other,West,Organic Search
CUST00586,2025-07-31,45,Female,East,Paid Ads
CUST00587,2024-02-23,35,Female,Central,Referral
CUST00588,2025-05-10,32,Other,West,Paid Ads
CUST00589,2024-12-28,24,Other,South,Referral
CUST00590,2024-10-30,35,Female,South,Referral
CUST00591,2024-06-03,56,Other,Central,Social Media
CUST00592,2025-11-05,45,Female,East,Social Media
CUST00593,2024-10-21,52,Other,Central,Social Media
CUST00594,2024-10-13,44,Male,South,Email Campaign
CUST00595,2024-09-25,60,Male,East,Organic Search
CUST00596,2024-09-10,56,Other,West,Referral
CUST00597,2024-01-19,39,Other,North,Email Campaign
CUST00598,2025-10-20,18,Male,East,Organic Search
CUST00599,2024-10-27,44,Male,East,Social Media
CUST00600,2024-12-04,31,Other,South,Social Media
CUST00601,2024-02-26,37,Male,South,Social Media
CUST00602,2025-05-25,59,Female,North,Social Media
CUST00603,2024-04-21,26,Male,West,Email Campaign
CUST00604,2025-04-04,41,Female,South,Social Media
CUST00605,2025-12-26,36,Male,East,Paid Ads
CUST00606,2024-06-21,35,Male,East,Organic Search
CUST00607,2024-06-23,48,Other,East,Paid Ads
CUST00608,2025-06-27,28,Male,North,Referral
CUST00609,2024-12-07,18,Female,South,Social Media
CUST00610,2025-09-21,48,Female,Central,Organic Search
CUST00611,2025-04-09,38,Male,North,Referral
CUST00612,2025-12-27,44,Male,South,Email Campaign
CUST00613,2024-07-01,47,Other,Central,Email Campaign
CUST00614,2025-01-30,22,Female,North,Referral
CUST00615,2025-11-11,18,Male,East,Organic Search
CUST00616,2024-04-15,51,Male,South,Social Media
CUST00617,2024-06-24,40,Other,Central,Social Media
CUST00618,2024-03-21,51,Male,North,Social Media
CUST00619,2025-05-20,40,Other,Central,Organic Search
CUST00620,2024-02-27,33,Other,Central,Email Campaign
CUST00621,2024-12-05,43,Male,South,Referral
CUST00622,2024-10-15,48,Female,North,Email Campaign
CUST00623,2025-01-16,38,Female,South,Email Campaign
CUST00624,2024-11-17,29,Female,South,Organic Search
CUST00625,2025-07-04,30,Other,East,Organic Search
CUST00626,2024-08-19,28,Other,Central,Email Campaign
CUST00627,2024-12-29,41,Other,Central,Organic Search
CUST00628,2025-09-01,34,Female,West,Organic Search
CUST00629,2024-11-11,48,Other,West,Referral
CUST00630,2024-12-14,37,Female,North,Referral
CUST00631,2025-04-04,32,Male,East,Paid Ads
CUST00632,2025-11-06,51,Other,North,Email Campaign
CUST00633,2025-01-01,49,Other,East,Paid Ads
CUST00634,2025-03-20,29,Male,East,Email Campaign
CUST00635,2024-10-04,38,Female,South,Social Media
CUST00636,2025-05-02,48,Other,West,Paid Ads
CUST00637,2024-08-09,33,Male,North,Social Media
CUST00638,2025-09-17,33,Male,East,Paid Ads
CUST00639,2024-04-16,62,Male,South,Organic Search
CUST00640,2025-09-09,25,Female,East,Email Campaign
CUST00641,2024-12-19,37,Female,Central,Social Media
CUST00642,2025-11-21,43,Female,North,Paid Ads
CUST00643,2024-04-26,35,Female,East,Organic Search
CUST00644,2024-01-09,49,Other,East,Referral
CUST00645,2025-01-04,44,Male,East,Social Media
CUST00646,2025-05-27,41,Female,West,Social Media
CUST00647,2025-08-23,40,Female,South,Social Media
CUST00648,2024-08-08,53,Other,West,Referral
CUST00649,2025-07-29,18,Other,East,Organic Search
CUST00650,2025-08-02,30,Other,West,Organic Search
CUST00651,2024-05-01,48,Female,Central,Paid Ads
CUST00652,2024-06-16,44,Other,East,Referral
CUST00653,2024-08-31,57,Male,North,Referral
CUST00654,2025-03-10,34,Other,East,Referral
CUST00655,2025-08-12,42,Female,Central,Social Media
CUST00656,2024-03-29,37,Male,West,Referral
CUST00657,2024-08-15,32,Female,North,Referral
CUST00658,2025-08-22,40,Other,West,Referral
CUST00659,2025-08-08,48,Other,North,Organic Search
CUST00660,2024-12-24,21,Other,West,Referral
CUST00661,2024-05-28,44,Other,South,Organic Search
CUST00662,2025-06-20,40,Male,Central,Social Media
CUST00663,2025-04-10,42,Male,South,Organic Search
CUST00664,2025-01-27,35,Male,East,Referral
CUST00665,2024-11-08,51,Female,Central,Organic Search
CUST00666,2024-09-23,36,Other,South,Social Media
CUST00667,2025-12-24,31,Female,East,Social Media
CUST00668,2025-10-04,36,Male,Central,Paid Ads
CUST00669,2025-08-23,44,Other,East,Social Media
CUST00670,2025-07-17,34,Female,East,Paid Ads
CUST00671,2025-11-04,26,Male,North,Paid Ads
CUST00672,2024-07-16,51,Female,Central,Social Media
CUST00673,2024-03-19,42,Other,North,Referral
CUST00674,2024-06-18,60,Female,West,Paid Ads
CUST00675,2024-11-24,47,Other,East,Social Media
CUST00676,2024-07-28,18,Male,North,Paid Ads
CUST00677,2024-02-03,49,Male,West,Paid Ads
CUST00678,2024-05-09,58,Other,West,Organic Search
CUST00679,2024-06-16,38,Other,East,Referral
CUST00680,2025-08-04,51,Other,North,Email Campaign
CUST00681,2024-03-21,49,Other,East,Referral
CUST00682,2025-02-04,44,Male,South,Referral
CUST00683,2024-10-28,30,Other,South,Organic Search
CUST00684,2025-02-25,18,Male,South,Paid Ads
CUST00685,2024-11-06,57,Female,North,Referral
CUST00686,2025-05-06,53,Other,Central,Referral
CUST00687,2024-12-24,35,Female,Central,Paid Ads
CUST00688,2025-04-01,27,Other,North,Organic Search
CUST00689,2025-11-25,38,Female,West,Social Media
CUST00690,2024-02-19,58,Other,West,Social Media
CUST00691,2024-09-10,30,Other,North,Paid Ads
CUST00692,2024-07-12,37,Female,North,Social Media
CUST00693,2025-12-11,21,Female,Central,Referral
CUST00694,2024-07-15,37,Male,Central,Email Campaign
CUST00695,2024-12-27,34,Male,South,Social Media
CUST00696,2025-02-04,28,Other,North,Organic Search
CUST00697,2024-07-24,36,Other,South,Referral
CUST00698,2025-03-07,46,Male,South,Referral
CUST00699,2024-08-29,50,Other,South,Referral
CUST00700,2025-05-06,38,Other,East,Organic Search
CUST00701,2025-12-23,29,Female,South,Email Campaign
CUST00702,2024-10-14,19,Female,South,Referral
CUST00703,2025-05-14,19,Other,Central,Organic Search
CUST00704,2025-10-30,48,Other,South,Email Campaign
CUST00705,2024-01-02,32,Other,South,Paid Ads
CUST00706,2024-02-11,39,Other,Central,Email Campaign
CUST00707,2025-04-25,34,Female,Central,Organic Search
CUST00708,2024-09-15,27,Male,North,Organic Search
CUST00709,2024-10-20,36,Other,Central,Referral
CUST00710,2024-09-05,38,Other,South,Email Campaign
CUST00711,2025-11-21,24,Female,Central,Organic Search
CUST00712,2024-01-08,54,Female,Central,Referral
CUST00713,2025-10-01,49,Other,East,Social Media
CUST00714,2024-03-25,41,Male,West,Referral
CUST00715,2024-02-16,24,Female,North,Organic Search
CUST00716,2024-10-22,39,Male,West,Social Media
CUST00717,2024-12-06,31,Female,West,Paid Ads
CUST00718,2025-01-26,39,Female,Central,Paid Ads
CUST00719,2025-05-25,49,Female,East,Referral
CUST00720,2024-10-27,43,Female,South,Referral
CUST00721,2024-07-11,50,Other,Central,Organic Search
CUST00722,2025-07-12,29,Female,South,Social Media
CUST00723,2025-08-23,36,Male,East,Social Media
CUST00724,2025-02-11,47,Male,South,Organic Search
CUST00725,2025-02-24,50,Male,East,Social Media
CUST00726,2024-04-26,51,Other,West,Paid Ads
CUST00727,2024-04-09,34,Male,East,Email Campaign
CUST00728,2024-01-18,47,Other,East,Paid Ads
CUST00729,2025-03-21,31,Male,West,Email Campaign
CUST00730,2024-08-05,35,Female,West,Referral
CUST00731,2025-02-28,23,Female,North,Organic Search
CUST00732,2025-12-04,30,Female,Central,Social Media
CUST00733,2024-04-08,32,Male,South,Email Campaign
CUST00734,2025-11-05,37,Female,North,Organic Search
CUST00735,2024-01-28,36,Female,West,Email Campaign
CUST00736,2024-01-17,33,Other,West,Referral
CUST00737,2024-11-16,44,Other,North,Organic Search
CUST00738,2025-10-31,34,Female,South,Referral
CUST00739,2025-09-13,52,Other,East,Social Media
CUST00740,2025-12-13,42,Female,North,Social Media
CUST00741,2025-12-08,19,Male,Central,Email Campaign
CUST00742,2024-04-17,24,Male,East,Email Campaign
CUST00743,2025-01-14,45,Female,North,Social Media
CUST00744,2024-07-30,44,Other,West,Email Campaign
CUST00745,2024-05-16,35,Female,Central,Email Campaign
CUST00746,2025-11-07,32,Male,South,Organic Search
CUST00747,2024-08-31,25,Female,East,Referral
CUST00748,2025-03-14,40,Other,East,Paid Ads
CUST00749,2024-10-08,51,Male,Central,Email Campaign
CUST00750,2024-05-20,61,Female,Central,Organic Search
CUST00751,2024-01-28,69,Male,North,Paid Ads
CUST00752,2025-11-05,19,Other,East,Social Media
CUST00753,2025-05-20,51,Other,West,Paid Ads
CUST00754,2025-07-07,39,Other,Central,Paid Ads
CUST00755,2025-07-09,45,Female,Central,Referral
CUST00756,2025-12-22,33,Male,West,Email Campaign
CUST00757,2025-11-17,51,Other,East,Email Campaign
CUST00758,2024-09-19,37,Female,Central,Email Campaign
CUST00759,2024-05-22,30,Other,West,Email Campaign
CUST00760,2024-12-10,54,Female,West,Organic Search
CUST00761,2025-08-28,37,Female,East,Organic Search
CUST00762,2025-06-19,41,Female,Central,Referral
CUST00763,2025-10-31,35,Other,North,Email Campaign
CUST00764,2024-11-03,36,Female,East,Email Campaign
CUST00765,2025-09-17,45,Other,South,Organic Search
CUST00766,2025-10-10,18,Other,West,Paid Ads
CUST00767,2024-11-29,51,Other,Central,Social Media
CUST00768,2024-04-04,49,Male,South,Organic Search
CUST00769,2024-09-08,30,Other,North,Paid Ads
CUST00770,2025-11-01,48,Male,West,Referral
CUST00771,2025-11-29,49,Female,South,Social Media
CUST00772,2024-01-11,44,Other,South,Social Media
CUST00773,2025-08-06,30,Other,Central,Social Media
CUST00774,2025-06-22,43,Other,North,Paid Ads
CUST00775,2025-06-20,42,Other,South,Email Campaign
CUST00776,2024-12-07,50,Female,West,Email Campaign
CUST00777,2024-10-12,29,Female,East,Paid Ads
CUST00778,2024-03-18,36,Female,Central,Referral
CUST00779,2025-10-25,18,Other,East,Referral
CUST00780,2024-12-16,40,Other,West,Paid Ads
CUST00781,2025-05-09,18,Male,East,Email Campaign
CUST00782,2024-07-15,28,Female,South,Referral
CUST00783,2025-10-12,47,Female,South,Social Media
CUST00784,2024-11-29,35,Female,West,Referral
CUST00785,2025-03-24,38,Other,East,Referral
CUST00786,2025-03-29,41,Male,Central,Email Campaign
CUST00787,2025-09-14,18,Female,West,Referral
CUST00788,2025-03-13,40,Male,East,Organic Search
CUST00789,2025-04-22,47,Female,North,Referral
CUST00790,2025-07-16,26,Female,East,Social Media
CUST00791,2024-12-30,42,Male,South,Email Campaign
CUST00792,2024-12-13,31,Female,Central,Referral
CUST00793,2024-04-03,31,Male,North,Email Campaign
CUST00794,2024-08-10,39,Other,Central,Paid Ads
CUST00795,2024-12-23,34,Male,North,Email Campaign
CUST00796,2024-01-03,39,Male,South,Organic Search
CUST00797,2025-06-02,30,Male,West,Referral
CUST00798,2024-07-08,34,Other,West,Organic Search
CUST00799,2024-08-07,41,Other,South,Organic Search
CUST00800,2025-09-28,40,Other,South,Social Media
CUST00801,2025-11-05,41,Other,West,Social Media
CUST00802,2024-09-28,31,Other,South,Referral
CUST00803,2025-05-07,49,Female,East,Organic Search
CUST00804,2025-11-16,52,Male,Central,Paid Ads
CUST00805,2025-11-19,30,Other,North,Paid Ads
CUST00806,2025-03-26,34,Female,South,Organic Search
CUST00807,2024-09-09,38,Female,West,Paid Ads
CUST00808,2024-11-16,45,Other,East,Organic Search
CUST00809,2024-09-15,31,Male,East,Email Campaign
CUST00810,2024-10-18,36,Other,North,Referral
CUST00811,2025-08-18,45,Female,West,Email Campaign
CUST00812,2025-09-08,24,Other,West,Paid Ads
CUST00813,2025-04-19,19,Other,West,Referral
CUST00814,2025-04-01,47,Male,North,Referral
CUST00815,2024-08-08,23,Male,West,Referral
CUST00816,2024-05-19,57,Other,South,Organic Search
CUST00817,2024-07-20,31,Other,East,Referral
CUST00818,2024-12-27,36,Other,South,Paid Ads
CUST00819,2025-08-07,35,Other,West,Social Media
CUST00820,2024-10-10,26,Other,East,Organic Search
CUST00821,2025-02-20,37,Female,North,Paid Ads
CUST00822,2025-11-30,34,Male,West,Referral
CUST00823,2024-08-06,46,Male,North,Referral
CUST00824,2025-11-14,46,Female,South,Social Media
CUST00825,2024-01-12,46,Female,East,Referral
CUST00826,2024-07-04,45,Other,Central,Organic Search
CUST00827,2024-07-24,39,Female,East,Paid Ads
CUST00828,2024-09-17,56,Male,North,Social Media
CUST00829,2024-07-28,39,Female,South,Social Media
CUST00830,2024-01-17,38,Other,Central,Referral
CUST00831,2025-07-02,35,Other,North,Referral
CUST00832,2024-07-31,55,Female,Central,Paid Ads
CUST00833,2024-06-08,36,Male,South,Social Media
CUST00834,2024-11-27,18,Male,West,Email Campaign
CUST00835,2025-11-01,38,Female,West,Email Campaign
CUST00836,2025-12-26,40,Female,Central,Paid Ads
CUST00837,2024-06-06,33,Male,Central,Organic Search
CUST00838,2025-06-30,34,Other,West,Email Campaign
CUST00839,2024-04-12,43,Other,East,Organic Search
CUST00840,2025-04-16,51,Other,North,Organic Search
CUST00841,2024-08-29,35,Other,Central,Paid Ads
CUST00842,2025-09-15,43,Other,Central,Paid Ads
CUST00843,2024-02-13,27,Male,East,Email Campaign
CUST00844,2025-11-01,63,Female,North,Paid Ads
CUST00845,2024-06-18,62,Other,Central,Social Media
CUST00846,2024-07-11,38,Male,Central,Social Media
CUST00847,2024-11-17,18,Male,West,Paid Ads
CUST00848,2024-04-26,56,Other,West,Social Media
CUST00849,2024-05-26,32,Other,North,Email Campaign
CUST00850,2025-12-19,45,Female,East,Organic Search
CUST00851,2025-11-02,18,Female,East,Organic Search
CUST00852,2025-02-19,43,Other,South,Email Campaign
CUST00853,2025-03-11,43,Male,North,Social Media
CUST00854,2024-04-23,38,Female,North,Email Campaign
CUST00855,2025-05-17,46,Male,North,Social Media
CUST00856,2024-04-23,22,Male,East,Social Media
CUST00857,2025-06-24,34,Male,South,Social Media
CUST00858,2024-09-06,37,Female,West,Social Media
CUST00859,2024-06-09,22,Female,West,Organic Search
CUST00860,2025-08-16,45,Other,Central,Paid Ads
CUST00861,2024-03-07,32,Other,East,Organic Search
CUST00862,2025-04-08,37,Male,Central,Social Media
CUST00863,2024-07-21,46,Other,South,Paid Ads
CUST00864,2025-12-28,35,Male,North,Referral
CUST00865,2024-09-17,55,Female,Central,Social Media
CUST00866,2025-10-27,30,Other,West,Paid Ads
CUST00867,2024-09-06,29,Male,West,Referral
CUST00868,2024-09-08,47,Male,East,Paid Ads
CUST00869,2024-06-17,38,Other,North,Organic Search
CUST00870,2024-01-28,26,Other,West,Email Campaign
CUST00871,2024-05-02,33,Male,South,Paid Ads
CUST00872,2025-11-26,46,Male,North,Email Campaign
CUST00873,2025-02-10,57,Male,West,Email Campaign
CUST00874,2024-09-04,39,Other,North,Paid Ads
CUST00875,2025-10-24,35,Other,North,Social Media
CUST00876,2024-11-29,49,Female,South,Email Campaign
CUST00877,2024-05-23,22,Male,North,Paid Ads
CUST00878,2025-08-21,42,Other,East,Paid Ads
CUST00879,2024-02-19,18,Other,Central,Referral
CUST00880,2025-08-08,40,Other,Central,Referral
CUST00881,2025-04-30,46,Male,East,Paid Ads
CUST00882,2025-09-05,52,Other,Central,Paid Ads
CUST00883,2024-07-16,31,Female,East,Referral
CUST00884,2025-06-19,37,Male,Central,Email Campaign
CUST00885,2024-10-18,29,Other,South,Social Media
CUST00886,2025-12-17,38,Other,West,Organic Search
CUST00887,2024-07-31,46,Female,West,Email Campaign
CUST00888,2025-08-16,24,Female,West,Social Media
CUST00889,2024-07-31,52,Male,East,Social Media
CUST00890,2024-05-07,26,Male,Central,Social Media
CUST00891,2025-09-23,30,Male,South,Referral
CUST00892,2025-04-07,55,Other,South,Social Media
CUST00893,2025-01-16,28,Male,Central,Social Media
CUST00894,2025-02-12,44,Female,Central,Email Campaign
CUST00895,2025-12-28,45,Male,West,Paid Ads
CUST00896,2025-05-15,19,Female,South,Referral
CUST00897,2024-03-12,61,Other,North,Social Media
CUST00898,2025-10-15,75,Female,North,Email Campaign
CUST00899,2025-05-03,34,Other,South,Organic Search
CUST00900,2025-05-01,59,Female,West,Email Campaign
CUST00901,2025-08-26,48,Other,North,Organic Search
CUST00902,2024-08-29,30,Male,Central,Email Campaign
CUST00903,2025-11-15,43,Male,West,Paid Ads
CUST00904,2025-01-28,47,Female,East,Organic Search
CUST00905,2025-12-01,24,Male,South,Organic Search
CUST00906,2025-05-29,33,Other,West,Paid Ads
CUST00907,2024-01-18,19,Other,Central,Paid Ads
CUST00908,2025-07-25,33,Female,South,Email Campaign
CUST00909,2025-11-07,38,Female,East,Social Media
CUST00910,2025-08-26,30,Female,Central,Referral
CUST00911,2025-07-14,18,Female,East,Referral
CUST00912,2025-08-28,51,Other,West,Social Media
CUST00913,2024-08-04,46,Male,West,Referral
CUST00914,2025-07-11,33,Male,East,Referral
CUST00915,2025-03-13,52,Female,North,Email Campaign
CUST00916,2024-01-09,41,Male,South,Organic Search
CUST00917,2024-02-06,18,Female,Central,Email Campaign
CUST00918,2024-09-04,42,Other,West,Referral
CUST00919,2024-08-21,30,Male,South,Referral
CUST00920,2025-07-02,56,Male,West,Email Campaign
CUST00921,2024-10-29,24,Male,West,Email Campaign
CUST00922,2024-09-18,52,Other,East,Referral
CUST00923,2025-11-23,51,Female,West,Social Media
CUST00924,2024-10-19,55,Male,East,Paid Ads
CUST00925,2024-03-11,26,Male,Central,Social Media
CUST00926,2025-11-17,26,Male,Central,Organic Search
CUST00927,2024-12-29,35,Other,North,Organic Search
CUST00928,2025-05-08,26,Other,North,Organic Search
CUST00929,2024-08-30,20,Female,South,Paid Ads
CUST00930,2024-12-04,30,Male,South,Organic Search
CUST00931,2024-07-20,40,Male,Central,Social Media
CUST00932,2024-02-23,38,Female,North,Email Campaign
CUST00933,2025-10-27,31,Other,Central,Social Media
CUST00934,2025-03-12,34,Other,West,Organic Search
CUST00935,2024-07-06,47,Male,Central,Email Campaign
CUST00936,2025-03-03,24,Female,North,Organic Search
CUST00937,2024-07-08,50,Other,East,Email Campaign
CUST00938,2025-12-24,41,Female,North,Email Campaign
CUST00939,2025-10-23,44,Other,West,Paid Ads
CUST00940,2025-02-15,42,Male,North,Email Campaign
CUST00941,2025-04-21,35,Male,South,Paid Ads
CUST00942,2024-06-26,37,Other,Central,Referral
CUST00943,2025-11-01,51,Female,East,Social Media
CUST00944,2025-04-15,33,Male,East,Social Media
CUST00945,2025-12-24,37,Female,Central,Paid Ads
CUST00946,2025-06-07,35,Other,South,Referral
CUST00947,2024-10-30,32,Other,North,Organic Search
CUST00948,2024-01-07,18,Male,West,Social Media
CUST00949,2025-03-05,22,Female,Central,Social Media
CUST00950,2024-03-04,46,Male,North,Paid Ads
CUST00951,2025-09-06,28,Male,West,Social Media
CUST00952,2024-06-22,29,Other,East,Email Campaign
CUST00953,2024-11-17,46,Male,Central,Organic Search
CUST00954,2024-02-26,55,Male,South,Email Campaign
CUST00955,2025-11-11,43,Female,East,Organic Search
CUST00956,2025-11-28,43,Male,East,Email Campaign
CUST00957,2025-03-07,48,Other,North,Paid Ads
CUST00958,2024-02-17,48,Female,North,Paid Ads
CUST00959,2025-10-06,50,Other,South,Social Media
CUST00960,2024-09-14,66,Male,East,Paid Ads
CUST00961,2025-04-11,35,Other,South,Email Campaign
CUST00962,2024-06-22,55,Female,Central,Referral
CUST00963,2024-10-26,61,Female,South,Organic Search
CUST00964,2025-12-27,28,Other,East,Organic Search
CUST00965,2024-07-23,33,Male,West,Paid Ads
CUST00966,2024-12-17,37,Male,East,Email Campaign
CUST00967,2024-12-09,32,Other,Central,Social Media
CUST00968,2024-07-01,55,Female,North,Referral
CUST00969,2024-04-22,47,Female,West,Paid Ads
CUST00970,2025-04-24,42,Female,Central,Social Media
CUST00971,2024-07-21,24,Female,South,Email Campaign
CUST00972,2025-01-09,28,Other,West,Organic Search
CUST00973,2024-09-04,43,Other,East,Paid Ads
CUST00974,2025-10-01,44,Other,North,Organic Search
CUST00975,2025-12-11,39,Female,South,Social Media
CUST00976,2025-11-09,18,Other,South,Social Media
CUST00977,2024-10-01,40,Female,East,Organic Search
CUST00978,2025-08-24,73,Male,North,Referral
CUST00979,2025-08-09,43,Female,East,Referral
CUST00980,2025-03-03,45,Male,South,Organic Search
CUST00981,2025-04-16,44,Male,West,Social Media
CUST00982,2024-03-23,26,Other,Central,Email Campaign
CUST00983,2024-01-02,49,Female,North,Organic Search
CUST00984,2024-04-22,49,Male,East,Email Campaign
CUST00985,2024-01-14,29,Male,Central,Email Campaign
CUST00986,2024-06-04,22,Female,West,Organic Search
CUST00987,2025-03-01,21,Female,West,Social Media
CUST00988,2025-11-02,31,Male,Central,Paid Ads
CUST00989,2025-01-24,18,Other,Central,Paid Ads
CUST00990,2025-05-02,18,Other,West,Paid Ads
CUST00991,2024-04-30,18,Male,East,Referral
CUST00992,2025-03-17,38,Female,West,Paid Ads
CUST00993,2024-03-21,26,Male,South,Social Media
CUST00994,2024-04-09,41,Female,West,Referral
CUST00995,2024-05-24,48,Female,North,Referral
CUST00996,2024-12-21,35,Female,South,Social Media
CUST00997,2024-01-13,69,Other,Central,Paid Ads
CUST00998,2025-04-27,24,Female,North,Paid Ads
CUST00999,2024-01-07,41,Female,North,Social Media
CUST01000,2025-07-28,59,Female,Central,Social Media
CUST01001,2024-12-05,51,Female,West,Referral
CUST01002,2024-05-08,30,Female,Central,Paid Ads
CUST01003,2025-09-09,28,Female,East,Email Campaign
CUST01004,2025-07-16,37,Other,South,Social Media
CUST01005,2024-05-22,48,Female,South,Social Media
CUST01006,2025-12-27,18,Female,East,Social Media
CUST01007,2024-02-21,52,Other,South,Referral
CUST01008,2025-11-29,32,Female,East,Social Media
CUST01009,2024-08-12,30,Female,North,Email Campaign
CUST01010,2024-02-18,23,Male,Central,Email Campaign
CUST01011,2024-11-20,48,Male,Central,Organic Search
CUST01012,2024-01-06,53,Other,West,Paid Ads
CUST01013,2025-04-08,35,Female,East,Organic Search
CUST01014,2025-06-24,37,Female,West,Paid Ads
CUST01015,2024-02-16,43,Other,East,Paid Ads
CUST01016,2025-06-10,55,Female,South,Social Media
CUST01017,2024-12-28,42,Female,North,Social Media
CUST01018,2025-06-03,27,Other,West,Email Campaign
CUST01019,2024-05-16,41,Female,Central,Email Campaign
CUST01020,2025-06-15,43,Other,West,Email Campaign
CUST01021,2025-04-02,40,Male,East,Email Campaign
CUST01022,2024-04-19,49,Other,North,Organic Search
CUST01023,2025-05-16,27,Male,East,Paid Ads
CUST01024,2024-06-18,30,Other,Central,Organic Search
CUST01025,2024-10-24,38,Other,West,Referral
CUST01026,2024-02-23,48,Female,North,Organic Search
CUST01027,2024-09-24,44,Male,East,Paid Ads
CUST01028,2024-07-09,50,Other,Central,Email Campaign
CUST01029,2024-07-03,40,Other,Central,Paid Ads
CUST01030,2024-07-07,44,Female,East,Social Media
CUST01031,2025-05-01,43,Female,Central,Email Campaign
CUST01032,2025-04-08,21,Male,East,Organic Search
CUST01033,2025-06-28,29,Female,North,Referral
CUST01034,2025-05-04,44,Female,North,Organic Search
CUST01035,2024-10-29,42,Other,South,Referral
CUST01036,2025-04-11,19,Female,East,Social Media
CUST01037,2025-09-20,34,Male,Central,Social Media
CUST01038,2025-11-28,46,Female,West,Organic Search
CUST01039,2025-08-14,43,Female,West,Referral
CUST01040,2024-03-07,19,Male,East,Organic Search
CUST01041,2025-12-11,47,Other,North,Organic Search
CUST01042,2025-11-29,45,Female,North,Paid Ads
CUST01043,2024-01-29,25,Other,South,Email Campaign
CUST01044,2024-09-09,35,Male,Central,Paid Ads
CUST01045,2025-01-31,50,Female,Central,Social Media
CUST01046,2024-01-11,22,Female,South,Social Media
CUST01047,2025-03-12,42,Other,South,Paid Ads
CUST01048,2025-03-13,51,Other,West,Social Media
CUST01049,2025-02-14,39,Male,Central,Paid Ads
CUST01050,2024-11-05,38,Female,Central,Social Media
CUST01051,2024-09-29,43,Female,North,Paid Ads
CUST01052,2025-10-12,21,Male,East,Organic Search
CUST01053,2025-01-04,45,Other,North,Email Campaign
CUST01054,2024-02-07,48,Male,East,Referral
CUST01055,2025-04-17,25,Male,West,Organic Search
CUST01056,2025-12-21,55,Female,West,Email Campaign
CUST01057,2025-04-28,50,Other,East,Email Campaign
CUST01058,2024-04-19,54,Female,Central,Social Media
CUST01059,2025-02-23,44,Other,North,Referral
CUST01060,2025-04-12,27,Female,West,Email Campaign
CUST01061,2024-04-28,56,Male,East,Email Campaign
CUST01062,2025-07-15,48,Other,North,Paid Ads
CUST01063,2025-11-29,18,Female,North,Paid Ads
CUST01064,2025-02-04,34,Female,North,Paid Ads
CUST01065,2025-10-06,59,Female,South,Email Campaign
CUST01066,2024-02-06,56,Female,West,Email Campaign
CUST01067,2024-10-23,40,Male,Central,Social Media
CUST01068,2025-09-10,28,Female,South,Social Media
CUST01069,2024-05-27,45,Other,Central,Paid Ads
CUST01070,2025-07-15,28,Other,South,Social Media
CUST01071,2025-12-29,41,Female,South,Paid Ads
CUST01072,2025-12-03,47,Female,West,Email Campaign
