customer_id,support_tickets_last_90d,app_logins_last_30d,email_open_rate,avg_support_csat
CUST00774,0,5,0.33,3.0
CUST00775,1,1,0.23,4.1
CUST00776,0,11,0.58,3.4
CUST00777,0,10,0.53,3.6
CUST00778,1,4,0.3,3.7
CUST00779,0,0,0.25,4.1
CUST00780,1,9,0.59,5.0
CUST00781,0,3,0.2,4.7
CUST00782,1,5,0.14,2.1
CUST00783,2,0,0.0,4.5
CUST00784,1,6,0.15,4.7
CUST00785,1,6,0.27,5.0
CUST00786,1,4,0.36,4.1
CUST00787,1,9,0.69,4.8
CUST00788,0,2,0.38,3.1
CUST00789,0,16,0.48,3.6
CUST00790,0,1,0.0,2.3
CUST00791,0,3,0.34,4.1
CUST00792,0,4,0.3,2.4
CUST00793,1,3,0.26,4.8
CUST00794,0,3,0.53,2.3
CUST00795,0,7,0.49,3.4
CUST00796,1,0,0.0,4.0
CUST00797,0,5,0.36,3.5
CUST00798,3,3,0.37,3.2
CUST00799,0,1,0.16,2.5
CUST00800,0,6,0.32,4.3
CUST00801,1,5,0.69,4.9
CUST00802,0,9,0.1,5.0
CUST00803,0,6,0.34,3.6
CUST00804,1,3,0.29,4.2
CUST00805,0,6,0.4,4.3
CUST00806,1,1,0.41,3.3
CUST00807,0,9,0.5,5.0
CUST00808,1,3,0.49,3.7
CUST00809,2,9,0.32,2.7
CUST00810,1,2,0.58,3.9
CUST00811,1,0,0.0,3.8
CUST00812,1,6,0.69,4.4
CUST00813,0,6,0.44,5.0
CUST00814,1,11,0.58,4.1
CUST00815,0,2,0.14,3.7
CUST00816,3,0,0.55,3.7
CUST00817,0,0,0.21,3.4
CUST00818,0,9,0.66,5.0
CUST00819,1,4,0.8,5.0
CUST00820,0,4,0.1,4.3
CUST00821,0,1,0.17,4.2
CUST00822,0,2,0.44,2.0
CUST00823,2,0,0.17,3.6
CUST00824,3,2,0.24,3.8
CUST00825,0,6,0.47,4.8
CUST00826,0,6,0.53,3.3
CUST00827,0,13,0.48,5.0
CUST00828,0,5,0.6,4.2
CUST00829,1,8,0.7,4.4
CUST00830,0,0,0.26,3.2
CUST00831,0,0,0.09,2.1
CUST00832,0,7,0.24,4.7
CUST00833,0,12,0.49,5.0
CUST00834,1,1,0.21,3.2
CUST00835,0,14,0.38,3.6
CUST00836,1,11,0.21,5.0
CUST00837,0,3,0.49,3.7
CUST00838,0,1,0.43,3.2
CUST00839,1,3,0.35,4.7
CUST00840,1,5,0.35,5.0
CUST00841,0,5,0.45,5.0
CUST00842,0,9,0.47,3.6
CUST00843,2,3,0.34,2.1
CUST00844,0,19,0.51,5.0
CUST00845,1,2,0.45,4.0
CUST00846,0,10,0.39,4.5
CUST00847,2,0,0.29,3.3
CUST00848,0,9,0.49,4.3
CUST00849,0,6,0.41,3.5
CUST00850,0,3,0.31,3.3
CUST00851,0,6,0.29,3.2
CUST00852,0,6,0.39,4.4
CUST00853,0,12,0.51,5.0
CUST00854,1,0,0.39,4.4
CUST00855,2,3,0.33,4.1
CUST00856,0,0,0.03,4.2
CUST00857,0,5,0.13,3.4
CUST00858,1,11,0.56,4.4
CUST00859,1,0,0.08,4.1
CUST00860,0,6,0.58,4.5
CUST00861,1,5,0.29,3.3
CUST00862,0,1,0.48,3.9
CUST00863,1,14,0.54,5.0
CUST00864,1,3,0.65,3.7
CUST00865,0,3,0.05,4.9
CUST00866,1,0,0.4,5.0
CUST00867,0,4,0.1,3.9
CUST00868,0,4,0.26,3.2
CUST00869,0,2,0.06,3.3
CUST00870,0,6,0.43,5.0
CUST00871,0,9,0.5,5.0
CUST00872,0,7,0.44,3.8
CUST00873,1,7,0.45,4.8
CUST00874,0,5,0.47,4.0
CUST00875,0,0,0.3,2.5
CUST00876,0,2,0.45,4.2
CUST00877,0,1,0.41,5.0
CUST00878,0,5,0.27,4.2
CUST00879,0,5,0.41,4.0
CUST00880,0,0,0.38,3.1
CUST00881,0,4,0.5,2.3
CUST00882,0,7,0.71,4.8
CUST00883,2,2,0.16,4.0
CUST00884,0,12,0.38,3.4
CUST00885,0,8,0.69,4.8
CUST00886,1,6,0.43,3.4
CUST00887,0,4,0.5,4.3
CUST00888,1,2,0.39,4.2
CUST00889,1,6,0.18,4.4
CUST00890,4,0,0.23,3.5
CUST00891,0,7,0.23,3.7
CUST00892,1,1,0.25,3.3
CUST00893,0,4,0.44,4.0
CUST00894,0,0,0.41,3.2
CUST00895,0,3,0.37,4.7
CUST00896,1,6,0.54,3.2
CUST00897,0,2,0.51,4.4
CUST00898,0,7,0.42,3.1
CUST00899,1,0,0.13,2.9
CUST00900,1,0,0.12,3.0
CUST00901,0,1,0.18,3.5
CUST00902,1,4,0.27,4.5
CUST00903,0,8,0.21,3.2
CUST00904,0,1,0.19,3.6
CUST00905,0,5,0.5,3.2
CUST00906,0,2,0.27,2.6
CUST00907,0,13,0.11,4.0
CUST00908,1,0,0.18,2.8
CUST00909,1,4,0.35,4.0
CUST00910,1,2,0.28,3.4
CUST00911,1,13,0.7,4.2
CUST00912,0,11,0.58,3.7
CUST00913,0,10,0.48,4.6
CUST00914,0,2,0.0,3.8
CUST00915,0,4,0.41,4.9
CUST00916,1,0,0.19,2.9
CUST00917,1,2,0.27,2.3
CUST00918,1,5,0.33,3.4
CUST00919,0,0,0.0,4.4
CUST00920,0,11,0.7,4.8
CUST00921,0,6,0.21,5.0
CUST00922,0,7,0.52,4.7
CUST00923,0,2,0.23,3.9
CUST00924,0,6,0.66,4.4
CUST00925,1,2,0.2,3.4
CUST00926,0,3,0.36,4.4
CUST00927,0,6,0.41,3.9
CUST00928,0,2,0.39,3.1
CUST00929,0,3,0.44,5.0
CUST00930,0,3,0.17,4.1
CUST00931,0,3,0.36,4.4
CUST00932,1,3,0.24,4.3
CUST00933,0,16,0.53,4.3
CUST00934,1,4,0.37,2.7
CUST00935,1,2,0.1,3.4
CUST00936,2,4,0.35,3.8
CUST00937,0,5,0.24,3.9
CUST00938,0,4,0.55,4.0
CUST00939,2,7,0.78,4.2
CUST00940,0,4,0.19,5.0
CUST00941,2,3,0.31,4.4
CUST00942,0,1,0.13,3.3
CUST00943,0,12,0.37,4.5
CUST00944,0,6,0.3,3.9
CUST00945,1,4,0.46,4.6
CUST00946,0,13,0.58,4.3
CUST00947,1,0,0.02,3.5
CUST00948,0,2,0.33,3.3
CUST00949,0,6,0.3,3.3
CUST00950,0,4,0.53,3.3
CUST00951,0,6,0.37,3.6
CUST00952,0,8,0.44,4.4
CUST00953,0,8,0.61,5.0
CUST00954,2,1,0.09,3.4
CUST00955,0,4,0.14,3.0
CUST00956,1,6,0.3,4.4
CUST00957,2,8,0.15,3.8
CUST00958,2,1,0.19,2.5
CUST00959,0,7,0.22,4.2
CUST00960,4,7,0.27,2.9
CUST00961,0,0,0.1,3.2
CUST00962,0,4,0.27,3.3
CUST00963,0,2,0.41,4.4
CUST00964,0,4,0.33,2.9
CUST00965,1,0,0.2,4.1
CUST00966,0,5,0.52,4.7
CUST00967,0,13,0.59,4.6
CUST00968,0,4,0.59,5.0
CUST00969,0,10,0.45,4.3
CUST00970,2,1,0.14,3.7
CUST00971,0,10,0.54,4.5
CUST00972,0,1,0.2,2.6
CUST00973,0,1,0.41,5.0
CUST00974,0,5,0.28,4.1
CUST00975,1,2,0.29,5.0
CUST00976,0,1,0.57,3.7
CUST00977,0,14,0.57,4.3
CUST00978,1,9,0.61,4.2
CUST00979,0,1,0.36,4.1
CUST00980,1,2,0.27,5.0
CUST00981,1,9,0.57,4.2
CUST00982,1,9,0.6,4.9
CUST00983,0,10,0.26,2.6
CUST00984,0,1,0.39,3.0
CUST00985,1,13,0.6,3.7
CUST00986,0,5,0.53,4.7
CUST00987,0,2,0.42,5.0
CUST00988,0,9,0.51,3.8
CUST00989,0,2,0.17,4.4
CUST00990,2,3,0.2,4.9
CUST00991,1,2,0.42,4.1
CUST00992,0,0,0.26,2.5
CUST00993,0,2,0.33,3.5
CUST00994,0,5,0.49,4.0
CUST00995,1,2,0.22,3.4
CUST00996,1,11,0.36,4.0
CUST00997,0,4,0.24,3.8
CUST00998,1,1,0.04,3.5
CUST00999,0,7,0.36,2.8
CUST01000,0,0,0.42,3.9
CUST01001,1,0,0.22,3.8
CUST01002,1,7,0.38,4.7
CUST01003,0,0,0.11,2.9
CUST01004,1,3,0.24,4.1
CUST01005,0,0,0.4,2.7
CUST01006,3,6,0.36,4.7
CUST01007,0,5,0.44,3.3
CUST01008,0,3,0.57,2.9
CUST01009,1,3,0.09,1.6
CUST01010,2,5,0.21,4.3
CUST01011,1,10,0.53,3.3
CUST01012,0,3,0.55,4.8
CUST01013,1,6,0.52,3.9
CUST01014,2,0,0.12,2.9
CUST01015,1,4,0.0,3.1
CUST01016,1,3,0.26,4.1
CUST01017,0,1,0.01,4.0
CUST01018,2,1,0.33,3.9
CUST01019,0,4,0.39,5.0
CUST01020,0,0,0.07,3.8
CUST01021,0,1,0.47,3.7
CUST01022,1,1,0.3,3.7
CUST01023,1,7,0.45,3.6
CUST01024,0,1,0.46,4.8
CUST01025,0,11,0.24,3.8
CUST01026,0,3,0.35,3.8
CUST01027,1,5,0.46,3.8
CUST01028,0,2,0.41,3.6
CUST01029,0,3,0.43,3.8
CUST01030,3,7,0.51,4.1
CUST01031,1,4,0.4,4.6
CUST01032,0,5,0.22,4.0
CUST01033,0,0,0.26,3.3
CUST01034,0,11,0.49,3.5
CUST01035,0,3,0.32,3.6
CUST01036,0,16,0.84,4.0
CUST01037,1,5,0.44,4.2
CUST01038,0,0,0.15,1.7
CUST01039,0,0,0.02,4.0
CUST01040,1,8,0.44,4.4
CUST01041,1,7,0.34,3.4
CUST01042,0,1,0.31,4.0
CUST01043,0,7,0.05,3.4
CUST01044,0,8,0.41,4.8
CUST01045,1,7,0.57,2.7
CUST01046,0,4,0.27,5.0
CUST01047,0,1,0.36,4.2
CUST01048,2,2,0.21,3.1
CUST01049,0,0,0.49,3.1
CUST01050,0,2,0.25,4.0
CUST01051,0,1,0.27,4.2
CUST01052,3,0,0.21,3.2
CUST01053,0,3,0.28,4.9
CUST01054,0,2,0.53,4.6
CUST01055,0,3,0.32,4.1
CUST01056,1,4,0.48,5.0
CUST01057,1,0,0.5,3.6
CUST01058,0,4,0.23,3.5
CUST01059,2,1,0.27,4.3
CUST01060,0,5,0.19,3.4
CUST01061,1,0,0.02,3.6
CUST01062,0,0,0.36,2.5
CUST01063,0,3,0.48,3.7
CUST01064,0,10,0.43,5.0
CUST01065,0,3,0.18,3.1
CUST01066,0,5,0.26,4.7
CUST01067,0,11,0.63,4.5
CUST01068,1,0,0.07,3.9
CUST01069,0,3,0.37,3.1
CUST01070,1,5,0.07,3.8
CUST01071,0,5,0.63,4.9
CUST01072,0,4,0.52,3.0
CUST01073,2,0,0.33,3.7
CUST01074,0,3,0.41,3.9
CUST01075,1,0,0.03,3.1
CUST01076,0,7,0.54,4.2
CUST01077,1,5,0.13,4.8
CUST01078,0,10,0.59,4.3
CUST01079,0,1,0.34,3.2
CUST01080,1,2,0.21,3.1
CUST01081,0,10,0.39,3.8
CUST01082,1,4,0.49,4.0
CUST01083,1,3,0.03,2.8
CUST01084,1,4,0.4,5.0
CUST01085,0,0,0.12,3.7
CUST01086,0,9,0.49,4.7
CUST01087,1,0,0.1,2.8
CUST01088,0,10,0.67,4.4
CUST01089,0,6,0.3,4.0
CUST01090,0,7,0.27,3.5
CUST01091,0,8,0.31,4.4
CUST01092,0,3,0.1,3.7
CUST01093,2,0,0.36,2.4
CUST01094,1,0,0.0,3.7
CUST01095,0,0,0.16,3.3
CUST01096,1,2,0.28,3.2
CUST01097,0,4,0.44,3.4
CUST01098,0,3,0.51,4.6
CUST01099,0,8,0.25,4.3
CUST01100,0,8,0.32,4.2
CUST01101,1,4,0.3,4.3
CUST01102,0,7,0.42,2.6
CUST01103,0,10,0.36,5.0
CUST01104,0,8,0.13,4.4
CUST01105,0,8,0.42,3.7
CUST01106,1,0,0.33,4.0
CUST01107,1,2,0.56,3.9
CUST01108,1,2,0.31,3.5
CUST01109,0,1,0.29,3.7
CUST01110,0,0,0.16,4.7
CUST01111,0,9,0.25,5.0
CUST01112,0,12,0.44,3.6
CUST01113,0,1,0.32,3.9
CUST01114,0,7,0.41,4.5
CUST01115,0,6,0.48,4.7
CUST01116,0,4,0.36,4.7
CUST01117,1,2,0.6,3.6
CUST01118,1,1,0.29,4.9
CUST01119,0,0,0.55,4.7
CUST01120,1,0,0.25,4.5
CUST01121,1,12,0.53,5.0
CUST01122,1,2,0.15,4.6
CUST01123,0,0,0.31,3.1
CUST01124,0,0,0.1,2.4
CUST01125,0,9,0.67,4.2
CUST01126,1,8,0.46,5.0
CUST01127,0,13,0.4,4.2
CUST01128,1,3,0.15,4.3
CUST01129,2,1,0.37,4.3
CUST01130,0,0,0.42,4.0
CUST01131,2,6,0.64,4.2
CUST01132,1,4,0.46,4.1
CUST01133,0,5,0.32,4.4
CUST01134,0,9,0.18,4.7
CUST01135,1,1,0.29,4.6
CUST01136,1,6,0.35,3.6
CUST01137,1,2,0.37,2.2
CUST01138,0,4,0.44,4.0
CUST01139,2,7,0.29,4.9
CUST01140,0,3,0.39,4.5
CUST01141,0,2,0.55,4.5
CUST01142,0,17,0.61,4.6
CUST01143,1,9,0.4,4.6
CUST01144,0,8,0.81,3.8
CUST01145,0,2,0.02,3.9
CUST01146,1,0,0.3,2.6
CUST01147,1,3,0.45,4.6
CUST01148,0,8,0.43,3.6
CUST01149,4,0,0.17,3.2
CUST01150,1,3,0.48,4.5
CUST01151,0,3,0.49,2.2
CUST01152,0,9,0.69,4.5
CUST01153,1,4,0.2,3.1
CUST01154,2,1,0.39,4.1
CUST01155,0,6,0.51,2.6
CUST01156,0,7,0.31,5.0
CUST01157,0,0,0.16,3.5
CUST01158,0,4,0.33,2.9
CUST01159,0,12,0.7,2.9
CUST01160,0,2,0.28,2.6
CUST01161,1,9,0.53,5.0
CUST01162,1,7,0.5,4.0
CUST01163,0,0,0.41,3.1
CUST01164,1,3,0.44,3.4
CUST01165,0,0,0.06,2.8
CUST01166,1,15,0.55,4.7
CUST01167,2,7,0.35,3.5
CUST01168,0,3,0.28,4.0
CUST01169,0,5,0.47,3.6
CUST01170,0,3,0.19,4.2
CUST01171,0,0,0.0,3.0
CUST01172,1,0,0.41,3.5
CUST01173,0,7,0.17,4.1
CUST01174,1,5,0.45,3.4
CUST01175,0,6,0.5,3.3
CUST01176,0,2,0.38,3.3
CUST01177,0,7,0.41,3.4
CUST01178,1,5,0.32,4.2
CUST01179,1,3,0.22,2.9
CUST01180,1,2,0.29,3.7
CUST01181,1,2,0.16,3.3
CUST01182,0,4,0.54,3.8
CUST01183,0,0,0.22,4.4
CUST01184,0,11,0.68,5.0
CUST01185,1,4,0.29,4.8
CUST01186,1,6,0.48,3.9
CUST01187,0,8,0.62,4.2
CUST01188,0,6,0.44,4.6
CUST01189,1,2,0.2,4.1
CUST01190,0,4,0.24,3.6
CUST01191,1,0,0.22,3.8
CUST01192,0,2,0.26,2.5
CUST01193,1,1,0.74,4.2
CUST01194,0,1,0.51,3.5
CUST01195,0,8,0.61,5.0
CUST01196,2,2,0.32,3.9
CUST01197,2,0,0.14,2.0
CUST01198,1,1,0.16,4.0
CUST01199,0,4,0.33,3.8
CUST01200,1,5,0.13,3.1
CUST01201,0,3,0.39,2.8
CUST01202,0,2,0.15,4.0
CUST01203,0,3,0.22,3.9
CUST01204,1,0,0.34,3.8
CUST01205,2,3,0.03,3.2
CUST01206,0,9,0.36,3.3
CUST01207,0,5,0.48,5.0
CUST01208,0,4,0.44,3.6
CUST01209,0,10,0.6,4.3
CUST01210,0,11,0.27,5.0
CUST01211,0,6,0.52,4.3
CUST01212,0,0,0.24,3.6
CUST01213,0,11,0.43,5.0
CUST01214,0,6,0.44,4.5
CUST01215,0,14,0.46,2.8
CUST01216,1,3,0.25,3.0
CUST01217,0,6,0.36,3.8
CUST01218,1,11,0.53,3.7
CUST01219,0,11,0.29,3.7
CUST01220,0,0,0.23,3.1
CUST01221,0,2,0.51,3.1
CUST01222,0,12,0.5,4.9
CUST01223,0,13,0.61,4.7
CUST01224,0,6,0.55,3.6
CUST01225,0,2,0.3,3.8
CUST01226,0,1,0.33,3.0
CUST01227,0,8,0.59,5.0
CUST01228,0,2,0.43,4.2
CUST01229,0,10,0.53,4.4
CUST01230,1,0,0.23,3.8
CUST01231,2,0,0.2,3.3
CUST01232,1,5,0.36,4.4
CUST01233,1,2,0.35,3.6
CUST01234,0,3,0.43,4.3
CUST01235,1,1,0.17,2.9
CUST01236,0,9,0.52,4.9
CUST01237,1,13,0.44,4.5
CUST01238,0,0,0.3,3.8
CUST01239,0,7,0.29,3.6
CUST01240,2,3,0.49,4.4
CUST01241,1,0,0.45,3.6
CUST01242,0,0,0.13,2.7
CUST01243,0,1,0.21,3.7
CUST01244,0,1,0.22,3.9
CUST01245,2,0,0.16,2.7
CUST01246,3,4,0.31,4.6
CUST01247,0,0,0.21,4.3
CUST01248,0,6,0.54,3.5
CUST01249,1,3,0.18,3.0
CUST01250,0,0,0.27,4.9
CUST01251,1,9,0.74,4.9
CUST01252,1,1,0.45,4.2
CUST01253,1,4,0.62,4.2
CUST01254,0,5,0.34,4.5
CUST01255,0,12,0.65,4.9
CUST01256,2,2,0.05,4.0
CUST01257,0,10,0.73,5.0
CUST01258,0,4,0.36,3.9
CUST01259,0,14,0.77,5.0
CUST01260,0,0,0.34,3.2
CUST01261,0,8,0.69,5.0
CUST01262,0,2,0.37,4.2
CUST01263,2,2,0.11,2.2
CUST01264,0,4,0.47,5.0
CUST01265,0,5,0.61,3.8
CUST01266,2,5,0.5,4.6
CUST01267,0,3,0.46,4.3
CUST01268,0,7,0.42,5.0
CUST01269,0,16,0.49,4.0
CUST01270,1,8,0.57,3.2
CUST01271,0,2,0.26,4.5
CUST01272,1,6,0.26,5.0
CUST01273,2,2,0.31,5.0
CUST01274,0,1,0.22,3.9
CUST01275,2,0,0.49,3.8
CUST01276,2,6,0.42,3.9
CUST01277,1,4,0.28,4.6
CUST01278,1,0,0.16,3.3
CUST01279,1,2,0.16,3.5
CUST01280,1,3,0.32,3.5
CUST01281,0,2,0.52,2.5
CUST01282,0,9,0.45,4.4
CUST01283,0,2,0.67,5.0
CUST01284,2,2,0.46,4.1
CUST01285,1,4,0.42,4.2
CUST01286,0,0,0.32,3.6
CUST01287,0,9,0.52,4.5
CUST01288,2,3,0.25,3.7
CUST01289,1,11,0.54,4.4
CUST01290,1,2,0.35,3.5
CUST01291,1,1,0.43,4.7
CUST01292,0,3,0.12,2.5
CUST01293,1,7,0.14,3.9
CUST01294,3,3,0.37,5.0
CUST01295,0,5,0.4,4.3
CUST01296,0,4,0.04,5.0
CUST01297,0,13,0.45,4.4
CUST01298,1,1,0.11,4.5
CUST01299,0,4,0.42,2.8
CUST01300,1,6,0.26,3.6
CUST01301,1,1,0.69,4.0
CUST01302,1,6,0.35,4.6
CUST01303,0,9,0.16,4.6
CUST01304,0,15,0.79,5.0
CUST01305,0,3,0.09,4.0
CUST01306,1,2,0.17,3.4
CUST01307,1,0,0.22,3.3
CUST01308,0,12,0.58,4.8
CUST01309,0,3,0.4,3.5
CUST01310,0,13,0.84,4.4
CUST01311,0,8,0.41,4.1
CUST01312,0,0,0.14,2.7
CUST01313,1,7,0.12,4.3
CUST01314,2,5,0.21,2.7
CUST01315,1,9,0.29,5.0
CUST01316,0,5,0.08,4.8
CUST01317,0,7,0.39,4.0
CUST01318,0,0,0.08,5.0
CUST01319,0,8,0.42,4.3
CUST01320,0,4,0.34,4.1
CUST01321,0,14,0.55,5.0
CUST01322,1,1,0.26,3.4
CUST01323,0,2,0.2,4.8
CUST01324,2,5,0.22,4.7
CUST01325,1,8,0.48,3.8
CUST01326,0,6,0.52,5.0
CUST01327,0,3,0.49,3.1
CUST01328,0,4,0.45,2.2
CUST01329,1,2,0.4,2.4
CUST01330,4,2,0.43,4.0
CUST01331,1,5,0.32,4.5
CUST01332,0,9,0.26,3.3
CUST01333,1,1,0.18,2.5
CUST01334,1,1,0.43,3.5
CUST01335,1,3,0.42,2.6
CUST01336,0,11,0.35,4.3
CUST01337,0,1,0.67,3.5
CUST01338,0,2,0.35,3.1
CUST01339,0,4,0.51,4.6
CUST01340,0,7,0.69,5.0
CUST01341,1,2,0.2,4.1
CUST01342,0,6,0.55,2.3
CUST01343,0,10,0.35,3.9
CUST01344,1,3,0.48,3.8
CUST01345,2,4,0.51,5.0
CUST01346,0,11,0.49,4.5
CUST01347,0,8,0.85,3.5
CUST01348,0,5,0.62,4.6
CUST01349,1,1,0.22,3.2
CUST01350,0,13,0.69,5.0
CUST01351,0,2,0.04,4.5
CUST01352,0,14,0.36,4.2
CUST01353,0,8,0.42,4.5
CUST01354,0,6,0.49,4.2
CUST01355,1,3,0.44,3.7
CUST01356,0,2,0.56,3.9
CUST01357,1,5,0.44,3.4
CUST01358,0,4,0.35,4.5
CUST01359,0,3,0.38,5.0
CUST01360,0,5,0.66,3.7
CUST01361,3,2,0.38,4.3
CUST01362,1,5,0.39,5.0
CUST01363,0,7,0.47,3.8
CUST01364,0,0,0.58,4.0
CUST01365,1,0,0.61,4.5
CUST01366,0,7,0.42,3.2
CUST01367,4,4,0.48,4.7
CUST01368,0,5,0.41,4.3
CUST01369,2,10,0.39,3.9
CUST01370,0,2,0.36,4.1
CUST01371,4,8,0.31,3.1
CUST01372,0,8,0.54,3.5
CUST01373,1,5,0.17,3.2
CUST01374,0,10,0.38,5.0
CUST01375,3,3,0.22,5.0
CUST01376,0,4,0.23,4.7
CUST01377,0,1,0.5,3.5
CUST01378,0,4,0.38,3.7
CUST01379,1,0,0.5,3.6
CUST01380,1,5,0.39,3.2
CUST01381,0,4,0.17,2.5
CUST01382,1,7,0.48,3.8
CUST01383,0,1,0.27,4.0
CUST01384,0,5,0.29,3.7
CUST01385,3,0,0.0,3.1
CUST01386,1,0,0.25,4.4
CUST01387,1,5,0.21,3.9
CUST01388,0,5,0.43,4.7
CUST01389,1,0,0.45,5.0
CUST01390,0,8,0.14,3.2
CUST01391,2,11,0.62,4.0
CUST01392,0,9,0.5,3.4
CUST01393,0,8,0.31,4.7
CUST01394,0,3,0.35,3.2
CUST01395,0,8,0.13,5.0
CUST01396,1,2,0.34,2.5
CUST01397,0,3,0.39,4.7
CUST01398,3,0,0.48,3.0
CUST01399,0,5,0.45,2.5
CUST01400,1,6,0.51,4.4
CUST01401,1,3,0.29,3.9
CUST01402,0,2,0.24,4.0
CUST01403,0,5,0.22,3.5
CUST01404,0,4,0.32,3.7
CUST01405,1,0,0.2,3.6
CUST01406,0,1,0.4,4.2
CUST01407,2,2,0.25,2.7
CUST01408,0,7,0.36,3.2
CUST01409,2,1,0.23,3.0
CUST01410,0,8,0.33,4.5
CUST01411,1,0,0.18,2.7
CUST01412,2,0,0.18,2.6
CUST01413,1,5,0.46,4.7
CUST01414,0,6,0.29,3.1
CUST01415,1,11,0.74,3.4
CUST01416,1,10,0.27,4.3
CUST01417,5,0,0.14,3.3
CUST01418,0,4,0.49,4.1
CUST01419,0,5,0.22,4.0
CUST01420,0,13,0.6,4.2
CUST01421,0,1,0.28,2.5
CUST01422,1,0,0.11,4.0
CUST01423,0,4,0.39,4.4
CUST01424,1,0,0.47,2.2
CUST01425,0,0,0.11,4.7
CUST01426,0,3,0.68,4.2
CUST01427,0,7,0.77,5.0
CUST01428,1,6,0.32,4.1
CUST01429,2,2,0.63,2.9
CUST01430,0,0,0.19,3.4
CUST01431,0,10,0.48,4.9
CUST01432,1,5,0.68,4.6
CUST01433,2,1,0.27,3.4
CUST01434,0,10,0.67,5.0
CUST01435,1,1,0.59,4.5
CUST01436,2,7,0.23,3.3
CUST01437,0,0,0.34,4.1
CUST01438,0,4,0.31,3.7
CUST01439,2,4,0.16,4.2
CUST01440,1,1,0.27,2.2
CUST01441,0,9,0.56,4.6
CUST01442,0,2,0.13,2.5
CUST01443,0,6,0.28,4.0
CUST01444,0,0,0.18,2.8
CUST01445,2,1,0.41,3.9
CUST01446,0,1,0.24,3.5
CUST01447,0,2,0.44,3.1
CUST01448,0,6,0.19,4.6
CUST01449,0,9,0.48,3.8
CUST01450,0,16,0.47,4.8
CUST01451,1,2,0.46,4.1
CUST01452,1,1,0.33,3.3
CUST01453,2,6,0.3,3.8
CUST01454,1,13,0.49,3.9
CUST01455,1,7,0.42,3.3
CUST01456,2,6,0.53,3.5
CUST01457,0,1,0.0,4.4
CUST01458,0,4,0.59,3.9
CUST01459,0,4,0.14,3.3
CUST01460,1,0,0.0,4.6
CUST01461,1,1,0.45,3.6
CUST01462,0,6,0.47,4.1
CUST01463,0,6,0.79,4.6
CUST01464,0,7,0.68,4.4
CUST01465,1,2,0.43,2.9
CUST01466,1,0,0.52,3.4
CUST01467,0,3,0.31,2.8
CUST01468,1,6,0.08,4.2
CUST01469,0,17,0.46,5.0
CUST01470,0,13,0.47,3.8
CUST01471,2,0,0.11,2.8
CUST01472,0,10,0.54,5.0
CUST01473,1,3,0.43,3.5
CUST01474,0,15,0.48,4.2
CUST01475,0,0,0.58,2.0
CUST01476,1,8,0.48,3.9
CUST01477,0,6,0.38,4.3
CUST01478,1,3,0.37,4.5
CUST01479,2,5,0.31,3.7
CUST01480,2,2,0.34,4.2
CUST01481,1,2,0.41,3.5
CUST01482,0,7,0.19,4.4
CUST01483,1,5,0.44,3.8
CUST01484,0,6,0.66,5.0
CUST01485,0,7,0.33,3.8
CUST01486,0,9,0.48,3.1
CUST01487,0,2,0.33,3.5
CUST01488,0,10,0.48,3.9
CUST01489,0,0,0.24,2.4
CUST01490,0,11,0.36,3.6
CUST01491,1,6,0.23,3.8
CUST01492,1,2,0.12,3.7
CUST01493,0,6,0.46,3.5
CUST01494,1,6,0.08,3.8
CUST01495,0,1,0.26,3.3
CUST01496,0,4,0.46,3.7
CUST01497,0,0,0.21,2.4
CUST01498,1,9,0.35,5.0
CUST01499,1,6,0.51,4.9
CUST01500,1,5,0.36,4.1
CUST01501,1,11,0.63,5.0
CUST01502,0,15,0.59,4.6
CUST01503,0,0,0.11,1.7
CUST01504,0,0,0.2,3.7
CUST01505,0,1,0.65,4.7
CUST01506,0,3,0.47,3.1
CUST01507,1,3,0.4,3.2
CUST01508,0,8,0.7,4.4
CUST01509,0,3,0.31,3.0
CUST01510,0,3,0.29,3.3
CUST01511,0,7,0.21,3.4
CUST01512,0,0,0.09,3.7
CUST01513,1,2,0.25,3.3
CUST01514,1,0,0.0,2.4
CUST01515,1,3,0.34,3.9
CUST01516,0,0,0.24,3.3
CUST01517,0,5,0.21,3.6
CUST01518,0,3,0.3,4.2
CUST01519,1,4,0.17,3.7
CUST01520,1,1,0.23,3.3
CUST01521,0,3,0.26,3.2
CUST01522,0,4,0.18,2.8
CUST01523,0,5,0.18,5.0
CUST01524,1,0,0.55,4.0
CUST01525,1,0,0.35,3.4
CUST01526,0,9,0.47,4.3
CUST01527,1,4,0.47,4.1
CUST01528,0,2,0.18,2.5
CUST01529,2,2,0.0,3.8
CUST01530,0,4,0.24,2.1
CUST01531,1,3,0.5,3.7
CUST01532,1,0,0.16,2.9
CUST01533,0,5,0.38,3.2
CUST01534,2,0,0.17,3.7
CUST01535,1,2,0.67,4.2
CUST01536,0,12,0.63,4.1
CUST01537,1,6,0.32,2.9
CUST01538,0,15,0.69,5.0
CUST01539,1,3,0.35,3.9
CUST01540,0,7,0.19,3.4
CUST01541,0,4,0.19,3.9
CUST01542,2,4,0.39,4.4
CUST01543,1,1,0.28,3.3
CUST01544,2,1,0.26,3.4
CUST01545,0,1,0.23,4.3
CUST01546,1,4,0.32,3.7
CUST01547,1,3,0.4,4.1
CUST01548,0,9,0.13,4.8
